order_id,user_id,order_date,revenue
O006469,U00961,2025-07-14,76.8
O006470,U03749,2026-01-29,24.71
O006471,U04565,2025-05-29,89.61
O006472,U07516,2025-04-26,57.22
O006473,U02814,2025-01-04,75.09
O006474,U00589,2025-01-22,76.38
O006475,U01988,2025-11-23,39.3
O006476,U03865,2025-07-09,104.35
O006477,U10625,2025-01-12,202.7
O006478,U02989,2026-01-30,96.17
O006479,U05665,2026-02-10,30.37
O006480,U04541,2025-07-08,120.22
O006481,U01960,2025-11-13,46.47
O006482,U08846,2025-01-27,160.91
O006483,U01078,2025-12-06,114.63
O006484,U03074,2025-05-22,78.94
O006485,U09547,2025-01-07,75.48
O006486,U05029,2026-02-03,92.59
O006487,U09650,2025-01-10,39.19
O006488,U07386,2025-06-28,69.04
O006489,U04756,2025-01-03,99.14
O006490,U06375,2025-04-13,170.76
O006491,U04695,2025-10-27,115.58
O006492,U00919,2025-02-23,85.71
O006493,U09938,2025-06-11,13.48
O006494,U01758,2025-08-18,175.3
O006495,U01831,2025-12-11,54.38
O006496,U09363,2025-07-30,141.66
O006497,U03278,2025-10-08,170.01
O006498,U00359,2025-03-11,118.34
O006499,U07586,2025-10-28,167.6
O006500,U03810,2025-03-09,89.92
O006501,U01440,2025-10-09,24.32
O006502,U01719,2025-10-09,70.65
O006503,U05672,2025-06-03,64.43
O006504,U00555,2025-08-12,202.65
O006505,U09425,2026-01-03,221.81
O006506,U02297,2025-12-14,96.95
O006507,U01535,2025-07-08,69.14
O006508,U06282,2026-01-21,78.31
O006509,U05085,2025-02-10,122.7
O006510,U09101,2025-06-22,62.13
O006511,U01961,2025-08-26,270.3
O006512,U08142,2025-09-27,11.3
O006513,U08203,2025-06-14,34.38
O006514,U00979,2025-05-10,97.92
O006515,U00272,2025-01-05,83.89
O006516,U07257,2025-12-24,31.07
O006517,U10189,2025-05-10,138.14
O006518,U05144,2026-01-20,96.34
O006519,U04633,2025-06-25,128.03
O006520,U08110,2025-01-22,47.3
O006521,U01688,2025-02-10,130.74
O006522,U01595,2025-06-02,171.08
O006523,U03242,2025-02-15,97.51
O006524,U04683,2025-12-16,31.95
O006525,U07614,2025-01-09,167.17
O006526,U05839,2025-04-11,33.61
O006527,U05786,2025-02-16,23.71
O006528,U09907,2025-11-26,150.14
O006529,U05129,2025-07-26,16.73
O006530,U09393,2025-08-29,17.37
O006531,U02845,2025-01-03,304.95
O006532,U08448,2025-09-21,101.19
O006533,U06138,2026-02-13,29.55
O006534,U00309,2025-02-05,61.5
O006535,U10755,2025-10-26,170.81
O006536,U05334,2025-08-31,113.26
O006537,U07197,2025-08-26,8.05
O006538,U09280,2025-11-15,235.07
O006539,U01176,2025-08-07,71.14
O006540,U06183,2025-07-20,63.11
O006541,U03097,2026-01-29,46.56
O006542,U01724,2025-01-27,44.91
O006543,U02628,2025-03-30,135
O006544,U06144,2025-09-26,130.95
O006545,U01350,2025-11-03,95.48
O006546,U07725,2025-11-20,18.51
O006547,U00619,2025-05-04,103.21
O006548,U02548,2026-02-04,74.51
O006549,U09570,2026-01-31,17.57
O006550,U05243,2025-10-08,111.73
O006551,U00977,2025-09-12,254.28
O006552,U05543,2026-02-04,311.35
O006553,U09729,2025-12-25,246.6
O006554,U05853,2025-01-02,72.1
O006555,U03772,2025-11-25,13.57
O006556,U02533,2025-05-03,50.02
O006557,U08669,2025-08-24,34.5
O006558,U01894,2026-01-18,189.01
O006559,U10572,2025-03-18,169.97
O006560,U09824,2025-03-19,53.26
O006561,U05351,2025-11-28,61.02
O006562,U02040,2025-06-12,57.23
O006563,U01565,2025-05-30,36.07
O006564,U04125,2025-02-17,192.91
O006565,U04268,2025-04-24,62.61
O006566,U02839,2025-03-05,63.17
O006567,U00467,2025-05-30,59.56
O006568,U10167,2025-03-14,115.55
O006569,U03388,2025-02-16,104.83
O006570,U08176,2025-10-23,125.16
O006571,U06540,2025-12-28,19.16
O006572,U07247,2025-06-30,169.36
O006573,U02743,2026-01-09,190.31
O006574,U10766,2025-09-16,117.1
O006575,U05642,2025-04-05,91.48
O006576,U09611,2025-04-11,36.91
O006577,U10069,2026-01-25,75.29
O006578,U01026,2026-02-02,63.2
O006579,U04631,2025-03-24,48.4
O006580,U08792,2025-03-23,24.47
O006581,U03592,2025-05-01,24.92
O006582,U00987,2026-01-26,95.16
O006583,U08797,2025-01-03,223.11
O006584,U07238,2025-01-13,184.59
O006585,U02747,2025-06-13,43.22
O006586,U08330,2025-04-15,41.44
O006587,U10249,2025-12-11,260.93
O006588,U05650,2025-12-14,186.19
O006589,U04225,2025-06-15,59.72
O006590,U04496,2025-03-16,153.48
O006591,U09436,2025-03-01,82.83
O006592,U08833,2025-08-21,187.41
O006593,U00436,2026-01-17,101.34
O006594,U01423,2025-03-14,90.55
O006595,U09328,2025-10-05,129.64
O006596,U03721,2025-05-29,62.77
O006597,U05674,2025-05-03,32.05
O006598,U08249,2025-10-16,393.35
O006599,U01136,2025-01-04,40.11
O006600,U08891,2025-08-25,4.59
O006601,U01145,2025-07-27,327.97
O006602,U10647,2025-06-21,111.63
O006603,U05579,2026-01-20,88.22
O006604,U09300,2025-07-26,28.59
O006605,U04495,2025-05-30,84.16
O006606,U06499,2025-08-12,92.54
O006607,U06242,2025-02-28,116.17
O006608,U08299,2025-10-20,104.69
O006609,U10176,2025-05-31,41.63
O006610,U09097,2025-06-10,64.67
O006611,U04945,2025-04-23,105.24
O006612,U01992,2025-08-20,57.45
O006613,U04122,2026-02-10,18.56
O006614,U10339,2026-01-18,118.81
O006615,U00805,2026-01-09,82.99
O006616,U01992,2025-07-05,132.13
O006617,U07496,2025-08-27,130.94
O006618,U03600,2025-09-04,161.39
O006619,U04010,2025-05-20,75.49
O006620,U08275,2025-04-22,134.7
O006621,U04358,2026-02-06,102.41
O006622,U05315,2025-07-14,173.19
O006623,U03320,2025-05-05,19.06
O006624,U07549,2025-12-22,191.03
O006625,U02505,2025-08-27,109.44
O006626,U07828,2025-01-01,141.12
O006627,U07885,2025-05-01,78.14
O006628,U02456,2025-03-30,81.34
O006629,U07248,2025-01-20,105.85
O006630,U07868,2025-09-30,88.71
O006631,U06349,2025-06-26,88.49
O006632,U06963,2026-02-10,98.86
O006633,U03062,2025-04-24,78.82
O006634,U03852,2025-10-09,135.05
O006635,U04990,2025-01-27,43.3
O006636,U00387,2025-07-07,70.27
O006637,U07037,2025-03-28,46.09
O006638,U06910,2025-03-21,37.58
O006639,U02003,2025-06-29,152.36
O006640,U09223,2025-02-24,81.88
O006641,U05745,2025-09-04,64.12
O006642,U01540,2025-11-13,176.13
O006643,U08641,2025-08-21,106.78
O006644,U03547,2025-09-27,92.74
O006645,U09288,2026-01-17,33.8
O006646,U09051,2025-04-19,136.46
O006647,U00301,2025-08-26,152.25
O006648,U07104,2026-01-13,85.7
O006649,U02019,2025-11-03,115.56
O006650,U09072,2026-01-04,86.4
O006651,U10473,2025-06-04,55.53
O006652,U04161,2025-06-17,84.37
O006653,U00229,2025-03-09,51.55
O006654,U09113,2025-09-22,42.94
O006655,U07710,2025-08-23,47.07
O006656,U01832,2025-02-08,127.19
O006657,U08242,2025-05-23,72.04
O006658,U03678,2025-12-11,43.03
O006659,U07496,2025-01-18,177.27
O006660,U04482,2025-02-21,113.72
O006661,U08944,2025-08-10,81.56
O006662,U05887,2025-10-20,14.43
O006663,U01478,2025-03-21,145.64
O006664,U02088,2025-06-30,80.41
O006665,U06040,2025-05-20,52.82
O006666,U08152,2025-07-28,232.57
O006667,U02993,2026-02-13,70.28
O006668,U03340,2025-12-01,89.68
O006669,U02343,2025-10-08,53.99
O006670,U07188,2026-02-09,77.74
O006671,U01238,2025-05-02,138.82
O006672,U10428,2025-07-30,42.93
O006673,U06856,2025-12-10,43.02
O006674,U05660,2025-05-15,238.05
O006675,U10620,2025-06-26,26.1
O006676,U04339,2025-02-08,101.46
O006677,U08374,2025-03-16,17.29
O006678,U08735,2025-12-19,113.65
O006679,U02826,2025-02-18,145.13
O006680,U07091,2025-08-05,123.28
O006681,U00092,2025-09-03,71.92
O006682,U02415,2025-08-19,178.83
O006683,U04254,2025-09-12,153.49
O006684,U10637,2025-07-22,151.87
O006685,U08126,2025-05-24,145.62
O006686,U04533,2025-12-18,102.76
O006687,U06516,2026-02-03,18.81
O006688,U04401,2025-10-23,11.58
O006689,U03032,2025-01-07,88.23
O006690,U10165,2025-04-11,218.35
O006691,U03289,2025-10-23,161.68
O006692,U10568,2025-11-22,33.08
O006693,U04438,2025-08-16,123.33
O006694,U06867,2025-04-13,45.07
O006695,U03234,2025-04-02,99.85
O006696,U05997,2025-10-05,74.45
O006697,U06301,2025-12-23,45.02
O006698,U01133,2025-07-06,43.64
O006699,U10589,2026-01-24,31.64
O006700,U10965,2025-05-26,79.1
O006701,U10112,2025-09-24,94.27
O006702,U02062,2025-04-29,81.4
O006703,U10392,2025-09-21,67.9
O006704,U04627,2025-10-03,167.26
O006705,U03471,2025-07-22,55.17
O006706,U00468,2025-02-28,137.93
O006707,U01344,2025-12-13,38.35
O006708,U09070,2025-06-02,134.15
O006709,U06098,2025-07-05,54.91
O006710,U03807,2025-04-25,64.41
O006711,U04736,2025-10-02,170.53
O006712,U04957,2026-01-16,65.98
O006713,U03345,2026-01-21,39.65
O006714,U00588,2025-12-28,60.06
O006715,U03883,2025-08-24,50.85
O006716,U09521,2025-03-07,54.67
O006717,U00091,2025-09-20,75.14
O006718,U00457,2025-02-20,78.3
O006719,U01884,2025-12-17,50.68
O006720,U03121,2025-11-27,136.55
O006721,U10231,2025-08-20,29.8
O006722,U07642,2025-12-26,143.46
O006723,U05611,2025-01-13,35.93
O006724,U07952,2026-01-29,86.32
O006725,U09595,2026-01-04,65.93
O006726,U03703,2025-11-11,90.17
O006727,U04482,2025-10-21,59.39
O006728,U01981,2025-01-20,89.71
O006729,U09984,2025-08-01,10.81
O006730,U04466,2025-09-27,156.34
O006731,U02231,2025-02-09,144.45
O006732,U08963,2025-05-15,29.43
O006733,U05781,2025-09-19,155.12
O006734,U08396,2025-06-30,210.3
O006735,U10411,2025-08-15,98.48
O006736,U08413,2025-09-22,83.28
O006737,U09383,2025-04-16,158.59
O006738,U03315,2025-11-17,78.57
O006739,U05175,2026-02-08,70.2
O006740,U01598,2026-01-25,75.33
O006741,U10100,2025-04-06,113.81
O006742,U04262,2025-10-22,105.67
O006743,U01542,2025-05-03,76.68
O006744,U08333,2025-10-04,52.64
O006745,U00089,2025-02-06,125.5
O006746,U04406,2025-09-25,141.29
O006747,U05490,2025-07-17,35.46
O006748,U10455,2025-09-12,70.97
O006749,U03706,2025-01-15,95.54
O006750,U01209,2026-02-09,231.23
O006751,U04978,2025-03-26,114.29
O006752,U03224,2025-04-02,150.04
O006753,U04856,2025-04-10,18.57
O006754,U07793,2025-06-23,139.05
O006755,U06239,2025-08-03,139.49
O006756,U06853,2025-12-31,112.89
O006757,U09551,2025-03-27,224.38
O006758,U01538,2026-01-29,124.62
O006759,U00148,2025-03-23,35.64
O006760,U08065,2025-11-18,13.48
O006761,U07699,2026-01-09,174.76
O006762,U01425,2025-04-27,109.77
O006763,U01717,2025-06-16,21.58
O006764,U09546,2025-08-30,59.69
O006765,U10597,2025-10-05,26.24
O006766,U02635,2025-12-08,103.71
O006767,U02363,2025-05-14,38.76
O006768,U03107,2026-01-01,53.33
O006769,U05628,2025-06-29,25.64
O006770,U01501,2025-06-14,24.01
O006771,U01451,2025-07-31,47.87
O006772,U08641,2025-01-06,73.13
O006773,U01835,2025-03-14,53.54
O006774,U10780,2025-12-23,120.95
O006775,U09635,2025-03-18,137.59
O006776,U05851,2025-10-10,39.66
O006777,U02948,2025-08-03,55.07
O006778,U03935,2025-06-14,43.93
O006779,U06830,2025-06-23,148.36
O006780,U03709,2025-04-08,124.72
O006781,U01289,2025-01-25,51.98
O006782,U00503,2025-05-31,94.91
O006783,U07951,2025-08-08,66.38
O006784,U05051,2025-06-03,59.75
O006785,U03097,2025-03-17,116.42
O006786,U02147,2026-01-11,187.29
O006787,U09657,2025-08-19,41.74
O006788,U04520,2025-01-03,57.08
O006789,U01897,2025-03-14,108.79
O006790,U03716,2025-04-21,20.21
O006791,U08842,2025-12-01,157.97
O006792,U01210,2025-03-13,107.09
O006793,U02187,2025-09-12,92.84
O006794,U08058,2025-08-06,25.77
O006795,U03820,2025-07-27,40.68
O006796,U00368,2025-09-06,80.17
O006797,U10536,2025-10-17,72.05
O006798,U02843,2025-12-06,84.97
O006799,U03450,2025-03-06,104.33
O006800,U03518,2025-10-12,26.38
O006801,U06644,2025-01-04,89.9
O006802,U09828,2025-07-15,30.27
O006803,U03860,2025-04-29,80.2
O006804,U01144,2025-07-09,126.68
O006805,U03126,2025-06-15,36.09
O006806,U07660,2025-08-20,203.64
O006807,U00017,2025-05-10,175.05
O006808,U05999,2026-01-04,77.91
O006809,U01656,2025-04-02,328.11
O006810,U01596,2025-11-28,96.99
O006811,U09137,2025-05-05,134.95
O006812,U01287,2025-10-27,87.58
O006813,U00267,2025-07-26,129.12
O006814,U00434,2025-04-24,51.66
O006815,U02035,2025-12-27,83.18
O006816,U02497,2025-12-17,40.09
O006817,U06440,2026-01-08,109.82
O006818,U06037,2025-04-11,42.38
O006819,U07806,2025-02-01,132.64
O006820,U03208,2025-05-11,72.74
O006821,U01613,2025-01-17,66.62
O006822,U08910,2025-09-05,88.19
O006823,U07164,2026-01-10,52.23
O006824,U02231,2026-01-31,114.06
O006825,U06463,2025-03-05,82.61
O006826,U08932,2025-03-19,162.48
O006827,U05695,2025-07-19,72.42
O006828,U08996,2025-02-10,187.18
O006829,U04512,2025-09-15,112.75
O006830,U07960,2025-06-30,55.58
O006831,U04886,2025-10-17,82.7
O006832,U03771,2025-05-05,77.12
O006833,U09918,2025-12-10,65.61
O006834,U06023,2025-04-22,160.59
O006835,U05904,2025-08-23,380.16
O006836,U03512,2025-07-21,102.3
O006837,U09290,2025-02-09,322.04
O006838,U10813,2025-07-18,140.79
O006839,U08103,2025-11-07,41.85
O006840,U01844,2025-05-06,172.39
O006841,U03924,2025-03-15,211.24
O006842,U04881,2025-06-28,76.58
O006843,U00534,2025-01-05,148.29
O006844,U07577,2025-11-08,72.1
O006845,U05730,2025-04-28,83.52
O006846,U08476,2025-08-20,51.19
O006847,U07987,2025-05-29,5.25
O006848,U10861,2025-11-10,89.4
O006849,U09321,2025-07-20,130.78
O006850,U08695,2025-12-15,130.98
O006851,U04141,2025-01-31,74
O006852,U07936,2025-08-25,87.02
O006853,U08728,2025-06-04,66.5
O006854,U08253,2025-07-17,119.02
O006855,U05861,2025-04-17,91.79
O006856,U05201,2025-06-08,50.24
O006857,U02383,2025-06-18,96.71
O006858,U08402,2025-10-28,115.31
O006859,U02447,2025-09-15,147.51
O006860,U04804,2025-03-03,47.87
O006861,U10586,2025-05-29,20.23
O006862,U03269,2025-06-11,46.01
O006863,U08568,2025-03-27,25.24
O006864,U09377,2025-01-13,89.42
O006865,U06964,2025-10-02,149.6
O006866,U07062,2025-05-04,44.96
O006867,U03498,2025-12-24,193.97
O006868,U02847,2025-04-14,95.55
O006869,U07658,2025-02-18,136.01
O006870,U07446,2025-01-03,123.96
O006871,U08083,2025-09-07,325.65
O006872,U08978,2025-09-10,226
O006873,U00732,2025-07-30,101.03
O006874,U05063,2025-03-12,218.09
O006875,U07313,2025-09-28,128.29
O006876,U07236,2025-02-07,243.65
O006877,U02699,2025-06-02,76.76
O006878,U02158,2025-11-13,65.94
O006879,U03664,2025-08-03,97.45
O006880,U10847,2025-01-10,63.52
O006881,U09270,2025-04-10,54.8
O006882,U07811,2025-12-23,60.59
O006883,U08153,2026-01-14,88.58
O006884,U04619,2025-10-25,190.73
O006885,U02193,2025-08-22,104.23
O006886,U10503,2025-07-18,29.55
O006887,U04563,2025-06-23,148.19
O006888,U09776,2025-08-05,54.21
O006889,U03006,2025-02-09,102.06
O006890,U04044,2025-07-05,36.17
O006891,U01210,2025-10-07,51.47
O006892,U01986,2025-03-10,127.99
O006893,U03170,2025-09-06,86.9
O006894,U10918,2025-03-26,145.31
O006895,U07473,2025-06-17,92.92
O006896,U01748,2026-02-08,31.19
O006897,U00757,2025-01-29,29.47
O006898,U09369,2025-02-06,71.15
O006899,U00918,2025-01-20,25.4
O006900,U09311,2025-05-26,66.32
O006901,U08897,2025-09-17,77.88
O006902,U06054,2025-05-19,98.49
O006903,U04929,2025-09-12,187.38
O006904,U02861,2025-03-27,248.15
O006905,U04494,2025-02-21,129.11
O006906,U01807,2025-10-26,179.17
O006907,U09591,2025-05-22,85.71
O006908,U02649,2025-05-02,93.51
O006909,U04423,2026-01-23,69.14
O006910,U01295,2026-02-04,114.8
O006911,U09812,2025-05-31,74.14
O006912,U02442,2025-11-29,57.35
O006913,U07639,2025-05-28,72.05
O006914,U02595,2025-03-24,12.59
O006915,U05137,2025-05-29,116.56
O006916,U01072,2025-06-19,129.21
O006917,U04075,2025-11-21,235.14
O006918,U09641,2025-09-27,35.6
O006919,U03942,2025-08-16,67.27
O006920,U01771,2025-11-22,38.12
O006921,U05675,2025-01-05,174.1
O006922,U01017,2025-06-01,50.17
O006923,U03692,2025-08-09,31.46
O006924,U08710,2025-06-06,79.24
O006925,U02351,2025-09-15,159.61
O006926,U09327,2025-01-06,60.45
O006927,U02772,2025-10-17,30.76
O006928,U00911,2025-07-23,47.04
O006929,U09007,2025-10-05,69.97
O006930,U00973,2026-01-23,186.91
O006931,U10154,2026-01-04,71.9
O006932,U10602,2025-05-14,21.93
O006933,U03102,2025-11-19,39.59
O006934,U07462,2025-03-18,86.23
O006935,U01800,2025-12-12,112.13
O006936,U00808,2025-04-26,41.54
O006937,U05438,2025-07-20,49.62
O006938,U05133,2025-03-28,87.21
O006939,U08761,2025-03-09,35.88
O006940,U00969,2025-04-11,172.52
O006941,U04079,2025-06-11,22.45
O006942,U01879,2025-11-09,16.09
O006943,U03319,2026-01-25,183.76
O006944,U04705,2025-03-12,28
O006945,U06611,2025-06-22,115.43
O006946,U00387,2025-06-18,122.13
O006947,U08067,2025-04-13,143.48
O006948,U05957,2025-08-16,426.17
O006949,U02489,2025-05-13,55.78
O006950,U07509,2025-03-01,33.1
O006951,U08707,2025-05-25,109.7
O006952,U05937,2025-07-30,65.12
O006953,U03844,2025-04-19,66.1
O006954,U02890,2025-07-12,120.94
O006955,U01442,2025-12-23,171.06
O006956,U00722,2025-07-02,27.03
O006957,U08947,2025-01-09,529.92
O006958,U02250,2025-05-12,77.64
O006959,U01908,2025-03-15,86.67
O006960,U02586,2025-04-06,130.95
O006961,U08577,2025-05-09,208.01
O006962,U06126,2025-12-09,65.92
O006963,U06773,2026-01-06,55.77
O006964,U08190,2026-02-05,75.98
O006965,U04087,2026-01-07,184.59
O006966,U09683,2025-08-10,177.64
O006967,U05078,2025-05-08,159.77
O006968,U08142,2025-12-13,113.01
O006969,U10159,2025-12-01,78.75
O006970,U03318,2026-01-09,144.78
O006971,U03038,2025-01-07,86.29
O006972,U09264,2025-08-13,71
O006973,U10492,2026-01-24,231.01
O006974,U00768,2025-04-26,71.84
O006975,U10871,2025-04-13,295.01
O006976,U09178,2025-08-14,17.67
O006977,U05557,2025-02-22,37.33
O006978,U10551,2026-01-10,58.94
O006979,U05262,2025-01-03,145.71
O006980,U00196,2025-11-14,199.64
O006981,U02307,2025-02-01,119.36
O006982,U01389,2025-09-15,83.49
O006983,U06739,2025-03-21,95.32
O006984,U05311,2025-05-04,64.33
O006985,U03558,2025-12-03,92.74
O006986,U10773,2025-11-05,127.53
O006987,U10263,2026-01-31,52.44
O006988,U02990,2026-01-15,113.12
O006989,U05997,2026-01-24,71.16
O006990,U09861,2025-09-17,210.81
O006991,U09609,2025-11-08,199.01
O006992,U10918,2025-12-02,198.02
O006993,U06253,2025-07-29,45.49
O006994,U06233,2025-02-14,109.67
O006995,U09778,2026-02-08,90.89
O006996,U04667,2025-11-05,45.58
O006997,U04402,2025-11-25,96.38
O006998,U06205,2025-09-29,174.35
O006999,U10418,2025-08-15,87.09
O007000,U09123,2025-12-15,141.58
O007001,U06988,2025-04-23,90.98
O007002,U09734,2025-01-30,33.87
O007003,U01992,2025-10-03,119.84
O007004,U04059,2025-12-28,152.49
O007005,U07203,2025-08-02,60
O007006,U06893,2025-03-28,89.48
O007007,U03144,2025-10-19,161.92
O007008,U06882,2025-01-22,47.79
O007009,U07470,2026-01-20,119.08
O007010,U09726,2025-01-21,140.59
O007011,U02674,2025-06-25,161.09
O007012,U04548,2025-09-18,87.07
O007013,U09052,2026-01-11,128.74
O007014,U01552,2025-06-17,60.16
O007015,U06014,2025-08-09,53.92
O007016,U01392,2025-03-23,190.26
O007017,U10071,2025-03-20,66.24
O007018,U08572,2025-10-28,90.46
O007019,U05338,2025-06-08,98.85
O007020,U00648,2025-05-23,20.27
O007021,U06394,2025-11-10,24.42
O007022,U04660,2025-02-14,113.22
O007023,U00820,2025-08-24,94.84
O007024,U00471,2025-06-19,114.37
O007025,U08054,2025-08-13,66.95
O007026,U10208,2026-02-12,74.85
O007027,U00121,2025-10-21,101.44
O007028,U05445,2025-11-03,119.52
O007029,U07695,2025-10-07,38.15
O007030,U04876,2025-04-01,74.19
O007031,U02795,2025-05-27,134.89
O007032,U04216,2025-10-08,38.37
O007033,U02186,2025-03-11,69.38
O007034,U02134,2025-02-18,155.26
O007035,U02177,2025-01-17,107.43
O007036,U02299,2025-05-29,49.59
O007037,U05981,2025-02-12,54.07
O007038,U01383,2025-07-31,83.52
O007039,U04142,2025-07-23,57.53
O007040,U01968,2025-07-24,33.13
O007041,U06644,2025-12-04,132.08
O007042,U10025,2026-02-10,102.03
O007043,U02472,2025-03-04,77.75
O007044,U05494,2025-01-24,172.32
O007045,U09442,2025-02-02,50.91
O007046,U05906,2025-07-28,118.27
O007047,U03110,2025-09-30,122.03
O007048,U08326,2025-06-25,57.3
O007049,U08801,2025-02-13,55.46
O007050,U09249,2025-06-02,96.21
O007051,U06571,2025-12-29,108.97
O007052,U10180,2025-12-21,102.49
O007053,U03774,2025-07-07,4.47
O007054,U10438,2025-10-12,102.49
O007055,U04655,2025-01-12,95.57
O007056,U00258,2025-12-22,35.88
O007057,U06868,2026-01-18,128.33
O007058,U06817,2025-05-17,94.74
O007059,U05744,2025-03-27,58.7
O007060,U09107,2025-02-22,97.81
O007061,U03942,2025-03-02,34.44
O007062,U00237,2025-04-23,150.33
O007063,U03355,2025-10-31,91.15
O007064,U08879,2025-04-18,125.52
O007065,U07904,2025-12-01,70.72
O007066,U06601,2025-10-30,61.51
O007067,U05706,2025-03-08,111.32
O007068,U01158,2025-11-16,53.44
O007069,U10321,2025-05-02,51.22
O007070,U00594,2025-09-11,92.9
O007071,U10893,2026-02-05,236.94
O007072,U01750,2025-10-27,94.35
O007073,U00402,2025-01-05,276.93
O007074,U09013,2025-12-16,20.6
O007075,U03838,2025-08-23,6.11
O007076,U10427,2025-12-01,68.14
O007077,U02540,2025-02-08,77.63
O007078,U05878,2025-07-19,124.75
O007079,U10494,2025-06-19,183.32
O007080,U07490,2025-12-24,224.1
O007081,U09889,2025-12-14,43.79
O007082,U05534,2025-01-21,39.83
O007083,U05286,2025-06-24,63.22
O007084,U01613,2025-03-15,66.77
O007085,U06579,2025-10-11,36.23
O007086,U05651,2025-05-29,170.86
O007087,U03679,2025-04-23,83.75
O007088,U03552,2025-10-11,69.11
O007089,U10419,2025-03-27,40.29
O007090,U07238,2025-04-12,36.5
O007091,U04996,2025-01-19,271.4
O007092,U01464,2025-03-04,130.79
O007093,U06282,2025-04-26,103.4
O007094,U04882,2025-06-29,69.52
O007095,U06245,2025-02-07,33.73
O007096,U06611,2025-10-29,37.04
O007097,U03100,2026-02-12,105.85
O007098,U04113,2025-04-02,76.47
O007099,U10148,2025-06-22,216.61
O007100,U04093,2025-07-24,103.71
O007101,U08124,2025-01-09,35.81
O007102,U04851,2025-01-09,43.93
O007103,U08878,2025-01-21,52.94
O007104,U10228,2025-01-24,208.47
O007105,U03579,2025-04-05,96.56
O007106,U08792,2025-07-11,90.48
O007107,U09235,2025-12-15,143.58
O007108,U05445,2025-10-23,59.6
O007109,U09571,2025-06-29,60.28
O007110,U04528,2026-01-23,157.46
O007111,U07566,2025-05-11,57.76
O007112,U09233,2026-02-01,69.96
O007113,U01573,2025-01-21,79.98
O007114,U05720,2025-01-08,69.71
O007115,U09555,2026-01-11,71.24
O007116,U09202,2025-07-20,260.09
O007117,U01256,2026-01-01,53.11
O007118,U01127,2026-01-20,148.57
O007119,U09215,2025-01-14,26.87
O007120,U02784,2025-11-28,44.96
O007121,U06081,2025-02-05,125.43
O007122,U01049,2026-02-10,124.27
O007123,U05183,2026-01-08,51.3
O007124,U02301,2025-06-13,17.7
O007125,U09346,2025-02-14,129.06
O007126,U00029,2025-05-24,91.45
O007127,U08978,2025-01-11,61.11
O007128,U09362,2025-11-19,146.75
O007129,U03198,2025-12-20,68.34
O007130,U10937,2026-02-13,131.85
O007131,U01364,2025-12-12,299.03
O007132,U09733,2025-07-31,223.43
O007133,U04493,2025-04-23,77.68
O007134,U08505,2025-12-12,323.17
O007135,U02695,2025-12-11,60.06
O007136,U06645,2025-01-11,37.76
O007137,U08721,2025-12-02,43.98
O007138,U05880,2025-12-06,121.12
O007139,U08149,2025-12-28,11.49
O007140,U05859,2026-01-07,92.77
O007141,U10658,2025-06-15,40.18
O007142,U10433,2025-09-15,27.66
O007143,U08503,2025-02-23,136.41
O007144,U00995,2025-04-03,16.45
O007145,U06865,2025-09-20,58.3
O007146,U07496,2025-10-23,44.9
O007147,U10715,2025-02-14,67.6
O007148,U02631,2025-08-05,50.16
O007149,U00263,2025-07-08,91.48
O007150,U07684,2026-01-23,53.35
O007151,U08212,2025-04-17,150.9
O007152,U10716,2025-10-17,65.9
O007153,U09388,2025-01-08,76.12
O007154,U05043,2025-02-01,76.26
O007155,U05116,2026-02-06,58.06
O007156,U03133,2025-06-17,93.32
O007157,U08397,2025-11-27,132.77
O007158,U01636,2025-02-06,23.99
O007159,U08822,2025-08-19,28.78
O007160,U10418,2025-07-02,10.1
O007161,U07811,2025-10-19,85.11
O007162,U10581,2025-09-03,75
O007163,U04535,2025-01-10,102.78
O007164,U01098,2025-03-11,54.29
O007165,U00289,2025-08-25,81.73
O007166,U02604,2025-04-28,144.84
O007167,U00207,2025-08-05,73.51
O007168,U08463,2025-07-10,42
O007169,U03678,2025-12-17,132.6
O007170,U08606,2025-08-27,98.7
O007171,U03468,2025-11-24,53.74
O007172,U09476,2026-02-05,35.21
O007173,U04986,2026-01-14,83.42
O007174,U09854,2025-11-13,92.67
O007175,U09233,2025-07-25,191.77
O007176,U04090,2025-08-10,99
O007177,U06803,2025-05-26,179.28
O007178,U02294,2025-07-08,89.61
O007179,U02461,2025-08-26,104.32
O007180,U07945,2025-10-19,44.72
O007181,U09535,2025-08-11,30.27
O007182,U05673,2025-09-03,47.64
O007183,U10954,2025-09-04,127.56
O007184,U10420,2026-02-11,41.96
O007185,U03367,2025-02-07,67.74
O007186,U00943,2025-07-26,89.44
O007187,U04156,2026-02-04,37.89
O007188,U00165,2025-07-06,11.85
O007189,U01905,2025-12-26,103.03
O007190,U03056,2025-04-02,93.69
O007191,U09515,2025-01-06,48.89
O007192,U00350,2025-05-13,34.51
O007193,U10502,2025-04-02,115.91
O007194,U03309,2025-01-01,83.52
O007195,U05661,2025-09-27,73.23
O007196,U00931,2025-03-24,115.94
O007197,U03838,2025-10-14,130.95
O007198,U09305,2025-06-28,50.67
O007199,U10378,2026-01-12,101.86
O007200,U08058,2025-12-01,30.43
O007201,U01989,2025-05-27,68.8
O007202,U09577,2025-04-12,49.3
O007203,U03484,2025-10-15,128.92
O007204,U07886,2025-11-09,108.48
