user_id,conversion_date,channel,country
U03061,2025-10-16,Paid Social,France
U03062,2025-07-31,Partnerships,France
U03063,2025-09-29,Partnerships,Germany
U03064,2025-03-07,Paid Search,UK
U03065,2025-09-05,Partnerships,UK
U03066,2025-06-05,Paid Social,UK
U03067,2025-02-16,Paid Search,France
U03068,2025-07-20,Partnerships,Spain
U03069,2025-05-28,Affiliate,France
U03070,2025-05-04,Paid Social,UK
U03071,2025-01-01,Affiliate,Germany
U03072,2025-09-04,Organic,France
U03073,2025-12-09,Affiliate,Germany
U03074,2025-05-08,Partnerships,UK
U03075,2025-07-10,Paid Search,France
U03076,2025-03-08,Paid Search,Germany
U03077,2025-01-04,Paid Social,France
U03078,2025-10-30,Affiliate,UK
U03079,2025-10-21,Organic,Spain
U03080,2025-05-23,Paid Social,UK
U03081,2025-07-10,Paid Social,Spain
U03082,2025-01-21,Paid Social,Spain
U03083,2025-08-15,Paid Social,UK
U03084,2025-11-09,Organic,Germany
U03085,2025-04-27,Affiliate,France
U03086,2025-10-29,Paid Search,France
U03087,2025-05-22,Partnerships,France
U03088,2025-02-08,Partnerships,Spain
U03089,2025-12-21,Partnerships,Spain
U03090,2025-09-09,Paid Search,UK
U03091,2025-11-29,Paid Social,Germany
U03092,2025-07-26,Paid Search,UK
U03093,2025-07-29,Organic,UK
U03094,2025-04-25,Partnerships,Germany
U03095,2025-08-13,Affiliate,Spain
U03096,2025-05-14,Paid Social,UK
U03097,2025-09-08,Paid Search,UK
U03098,2025-08-07,Paid Search,Spain
U03099,2025-04-01,Organic,France
U03100,2025-12-20,Paid Search,Germany
U03101,2025-02-15,Paid Search,Germany
U03102,2025-02-07,Organic,France
U03103,2025-05-22,Affiliate,Germany
U03104,2025-04-10,Organic,France
U03105,2025-11-24,Paid Search,UK
U03106,2025-07-09,Affiliate,Germany
U03107,2025-02-04,Paid Social,Germany
U03108,2025-05-27,Organic,UK
U03109,2025-01-30,Paid Search,Spain
U03110,2025-11-30,Paid Social,Spain
U03111,2025-03-25,Organic,UK
U03112,2025-10-08,Affiliate,Germany
U03113,2025-12-10,Affiliate,Germany
U03114,2025-09-27,Paid Search,Germany
U03115,2025-06-03,Paid Search,France
U03116,2025-04-12,Partnerships,Spain
U03117,2025-08-03,Partnerships,Germany
U03118,2025-05-30,Organic,Spain
U03119,2025-03-24,Partnerships,Spain
U03120,2025-04-20,Paid Social,Germany
U03121,2025-10-02,Organic,UK
U03122,2025-07-20,Paid Search,UK
U03123,2025-10-11,Paid Social,Spain
U03124,2025-06-22,Paid Social,France
U03125,2025-11-23,Paid Search,Spain
U03126,2025-07-25,Organic,Spain
U03127,2025-03-04,Affiliate,UK
U03128,2025-03-14,Affiliate,Germany
U03129,2025-09-08,Paid Social,Germany
U03130,2025-05-04,Paid Social,France
U03131,2025-05-01,Paid Search,UK
U03132,2025-10-02,Partnerships,UK
U03133,2025-04-30,Paid Social,Spain
U03134,2025-11-13,Organic,UK
U03135,2025-06-13,Paid Search,Spain
U03136,2025-10-13,Paid Search,France
U03137,2025-09-22,Affiliate,UK
U03138,2025-11-16,Organic,UK
U03139,2025-06-10,Paid Social,Spain
U03140,2025-11-04,Partnerships,UK
U03141,2025-03-30,Organic,Germany
U03142,2025-05-22,Organic,France
U03143,2025-07-22,Partnerships,Germany
U03144,2025-11-05,Partnerships,Spain
U03145,2025-08-15,Paid Search,Spain
U03146,2025-11-30,Organic,Spain
U03147,2025-08-10,Paid Social,France
U03148,2025-02-10,Organic,UK
U03149,2025-07-15,Paid Search,Germany
U03150,2025-03-09,Paid Social,UK
U03151,2025-09-21,Affiliate,Spain
U03152,2025-01-02,Paid Social,UK
U03153,2025-12-27,Paid Search,France
U03154,2025-05-05,Affiliate,Spain
U03155,2025-04-20,Organic,UK
U03156,2025-03-27,Affiliate,Germany
U03157,2025-04-30,Paid Search,Spain
U03158,2025-05-07,Partnerships,Spain
U03159,2025-09-12,Paid Social,France
U03160,2025-07-02,Paid Search,France
U03161,2025-01-16,Partnerships,Germany
U03162,2025-03-03,Organic,UK
U03163,2025-06-07,Paid Social,UK
U03164,2025-09-25,Affiliate,Spain
U03165,2025-02-04,Paid Social,Spain
U03166,2025-09-24,Paid Social,UK
U03167,2025-03-05,Paid Search,UK
U03168,2025-02-19,Organic,UK
U03169,2025-09-12,Organic,Spain
U03170,2025-05-29,Partnerships,France
U03171,2025-11-21,Affiliate,France
U03172,2025-10-31,Organic,Germany
U03173,2025-10-03,Paid Social,UK
U03174,2025-12-23,Paid Social,UK
U03175,2025-06-21,Paid Search,UK
U03176,2025-07-20,Affiliate,Germany
U03177,2025-11-20,Organic,UK
U03178,2025-02-04,Paid Search,France
U03179,2025-08-04,Paid Search,UK
U03180,2025-03-06,Paid Social,Germany
U03181,2025-01-08,Organic,Spain
U03182,2025-10-28,Paid Social,Spain
U03183,2025-12-09,Paid Social,France
U03184,2025-11-28,Affiliate,France
U03185,2025-03-17,Affiliate,France
U03186,2025-06-23,Paid Search,Spain
U03187,2025-02-16,Paid Search,UK
U03188,2025-01-15,Affiliate,Germany
U03189,2025-12-27,Paid Social,Germany
U03190,2025-05-27,Organic,UK
U03191,2025-01-26,Partnerships,Spain
U03192,2025-11-04,Paid Search,Spain
U03193,2025-04-03,Paid Social,Germany
U03194,2025-08-20,Paid Social,France
U03195,2025-01-21,Paid Search,France
U03196,2025-11-03,Organic,Germany
U03197,2025-02-07,Organic,Germany
U03198,2025-10-03,Paid Search,UK
U03199,2025-06-06,Paid Social,UK
U03200,2025-06-28,Paid Search,UK
U03201,2025-05-12,Paid Social,UK
U03202,2025-11-07,Affiliate,UK
U03203,2025-12-14,Paid Social,UK
U03204,2025-01-28,Organic,France
U03205,2025-09-17,Paid Search,Germany
U03206,2025-03-17,Affiliate,Spain
U03207,2025-03-08,Organic,UK
U03208,2025-12-08,Paid Social,France
U03209,2025-07-13,Paid Search,Germany
U03210,2025-06-11,Paid Search,Germany
U03211,2025-12-13,Paid Social,Germany
U03212,2025-12-27,Organic,UK
U03213,2025-09-14,Organic,UK
U03214,2025-03-13,Organic,Spain
U03215,2025-03-28,Organic,UK
U03216,2025-09-19,Paid Social,Germany
U03217,2025-08-02,Organic,Germany
U03218,2025-06-02,Organic,France
U03219,2025-07-29,Paid Social,France
U03220,2025-03-02,Paid Social,Spain
U03221,2025-09-25,Affiliate,France
U03222,2025-09-19,Paid Search,Spain
U03223,2025-08-06,Paid Search,France
U03224,2025-10-10,Organic,Germany
U03225,2025-05-16,Organic,UK
U03226,2025-12-28,Paid Search,UK
U03227,2025-04-03,Paid Social,Spain
U03228,2025-04-19,Organic,UK
U03229,2025-08-29,Partnerships,UK
U03230,2025-12-21,Paid Social,France
U03231,2025-05-22,Partnerships,Germany
U03232,2025-10-18,Organic,UK
U03233,2025-08-25,Organic,Germany
U03234,2025-12-06,Paid Social,France
U03235,2025-11-08,Paid Search,France
U03236,2025-06-26,Organic,UK
U03237,2025-05-21,Paid Search,UK
U03238,2025-07-08,Partnerships,France
U03239,2025-02-18,Paid Search,France
U03240,2025-10-29,Paid Social,Spain
U03241,2025-07-09,Paid Social,Spain
U03242,2025-05-16,Paid Search,Germany
U03243,2025-02-12,Organic,France
U03244,2025-12-19,Paid Search,Germany
U03245,2025-03-31,Organic,France
U03246,2025-10-22,Organic,Germany
U03247,2025-12-07,Paid Social,Spain
U03248,2025-09-02,Partnerships,France
U03249,2025-07-11,Paid Social,France
U03250,2025-11-14,Organic,Germany
U03251,2025-04-16,Affiliate,Germany
U03252,2025-12-29,Paid Social,UK
U03253,2025-11-06,Paid Social,UK
U03254,2025-08-21,Partnerships,Spain
U03255,2025-09-22,Organic,France
U03256,2025-12-10,Paid Search,France
U03257,2025-02-06,Affiliate,Germany
U03258,2025-11-01,Paid Social,Spain
U03259,2025-02-10,Organic,France
U03260,2025-01-17,Paid Search,Spain
U03261,2025-12-10,Partnerships,UK
U03262,2025-10-04,Paid Search,Germany
U03263,2025-11-03,Affiliate,France
U03264,2025-02-28,Organic,Germany
U03265,2025-07-02,Organic,UK
U03266,2025-02-10,Organic,Spain
U03267,2025-02-08,Affiliate,Spain
U03268,2025-07-11,Organic,UK
U03269,2025-09-24,Affiliate,UK
U03270,2025-05-27,Organic,France
U03271,2025-11-29,Affiliate,France
U03272,2025-05-07,Affiliate,France
U03273,2025-02-15,Paid Search,France
U03274,2025-02-14,Affiliate,France
U03275,2025-01-01,Paid Search,Spain
U03276,2025-06-17,Organic,France
U03277,2025-04-18,Partnerships,UK
U03278,2025-01-19,Organic,UK
U03279,2025-11-28,Paid Search,France
U03280,2025-03-13,Paid Search,UK
U03281,2025-04-19,Organic,Germany
U03282,2025-09-25,Paid Social,Spain
U03283,2025-08-28,Paid Social,Spain
U03284,2025-10-28,Organic,France
U03285,2025-03-31,Affiliate,Germany
U03286,2025-04-13,Paid Search,France
U03287,2025-09-07,Organic,France
U03288,2025-01-08,Paid Search,UK
U03289,2025-06-02,Organic,Spain
U03290,2025-12-13,Paid Search,Germany
U03291,2025-06-23,Partnerships,UK
U03292,2025-12-09,Paid Search,Spain
U03293,2025-06-07,Partnerships,Spain
U03294,2025-08-03,Paid Search,France
U03295,2025-06-26,Organic,Germany
U03296,2025-06-24,Paid Social,France
U03297,2025-12-06,Paid Search,UK
U03298,2025-12-04,Partnerships,France
U03299,2025-05-26,Paid Social,France
U03300,2025-11-20,Paid Search,Spain
U03301,2025-06-10,Paid Search,Spain
U03302,2025-05-07,Paid Social,UK
U03303,2025-03-23,Paid Search,Spain
U03304,2025-05-27,Paid Search,Spain
U03305,2025-08-27,Paid Social,Spain
U03306,2025-03-25,Affiliate,France
U03307,2025-04-23,Affiliate,Germany
U03308,2025-08-13,Paid Search,UK
U03309,2025-11-28,Organic,France
U03310,2025-08-31,Organic,UK
U03311,2025-05-23,Paid Social,France
U03312,2025-02-10,Paid Search,UK
U03313,2025-09-15,Organic,Spain
U03314,2025-10-12,Paid Social,UK
U03315,2025-04-15,Paid Social,Germany
U03316,2025-07-21,Paid Social,UK
U03317,2025-11-03,Organic,Germany
U03318,2025-11-27,Paid Search,UK
U03319,2025-09-23,Organic,Spain
U03320,2025-07-29,Partnerships,UK
U03321,2025-02-20,Affiliate,France
U03322,2025-04-28,Organic,Spain
U03323,2025-07-20,Paid Search,Spain
U03324,2025-02-08,Affiliate,France
U03325,2025-01-28,Paid Social,Spain
U03326,2025-09-16,Paid Social,Spain
U03327,2025-03-25,Paid Social,France
U03328,2025-06-04,Paid Social,Spain
U03329,2025-04-27,Paid Search,Spain
U03330,2025-01-02,Paid Social,Spain
U03331,2025-04-03,Paid Social,Spain
U03332,2025-06-15,Partnerships,UK
U03333,2025-12-16,Paid Search,Spain
U03334,2025-10-23,Partnerships,Spain
U03335,2025-09-15,Paid Search,Spain
U03336,2025-03-22,Paid Search,UK
U03337,2025-09-25,Paid Social,Germany
U03338,2025-08-23,Paid Search,Spain
U03339,2025-11-17,Affiliate,Germany
U03340,2025-11-07,Paid Social,Germany
U03341,2025-10-28,Organic,France
U03342,2025-12-23,Organic,France
U03343,2025-08-01,Paid Social,Germany
U03344,2025-03-03,Organic,UK
U03345,2025-02-18,Paid Search,Spain
U03346,2025-05-07,Affiliate,Spain
U03347,2025-08-11,Partnerships,Spain
U03348,2025-10-06,Paid Search,France
U03349,2025-10-21,Paid Search,France
U03350,2025-10-11,Paid Search,Spain
U03351,2025-10-04,Paid Social,Germany
U03352,2025-04-17,Affiliate,France
U03353,2025-05-26,Paid Social,Spain
U03354,2025-04-09,Paid Social,Germany
U03355,2025-03-14,Paid Social,Spain
U03356,2025-05-02,Organic,France
U03357,2025-01-30,Paid Search,UK
U03358,2025-07-07,Organic,UK
U03359,2025-12-30,Partnerships,France
U03360,2025-12-20,Partnerships,Germany
U03361,2025-10-15,Partnerships,Spain
U03362,2025-07-14,Paid Social,France
U03363,2025-06-05,Paid Search,Germany
U03364,2025-06-21,Affiliate,Spain
U03365,2025-12-01,Organic,Spain
U03366,2025-02-10,Affiliate,France
U03367,2025-03-04,Paid Search,Spain
U03368,2025-01-23,Paid Search,UK
U03369,2025-12-26,Organic,UK
U03370,2025-03-16,Paid Search,Spain
U03371,2025-02-17,Paid Search,France
U03372,2025-06-09,Paid Social,Spain
U03373,2025-11-09,Organic,France
U03374,2025-04-28,Paid Social,France
U03375,2025-04-10,Paid Social,UK
U03376,2025-06-16,Affiliate,UK
U03377,2025-10-17,Paid Search,Germany
U03378,2025-06-05,Organic,France
U03379,2025-01-07,Affiliate,Spain
U03380,2025-07-15,Paid Social,France
U03381,2025-02-25,Organic,UK
U03382,2025-11-17,Organic,France
U03383,2025-07-12,Paid Social,Germany
U03384,2025-02-16,Paid Search,Spain
U03385,2025-05-28,Organic,France
U03386,2025-10-02,Paid Social,Spain
U03387,2025-06-06,Organic,Spain
U03388,2025-07-21,Organic,UK
U03389,2025-05-06,Paid Search,France
U03390,2025-11-01,Organic,Spain
U03391,2025-10-21,Paid Social,UK
U03392,2025-03-05,Affiliate,Germany
U03393,2025-11-21,Paid Search,Germany
U03394,2025-06-25,Organic,France
U03395,2025-04-26,Affiliate,Spain
U03396,2025-07-23,Affiliate,France
U03397,2025-11-17,Organic,Spain
U03398,2025-01-31,Affiliate,UK
U03399,2025-04-23,Paid Social,Germany
U03400,2025-12-31,Organic,Germany
U03401,2025-11-21,Partnerships,Germany
U03402,2025-12-10,Organic,Germany
U03403,2025-03-08,Organic,France
U03404,2025-03-16,Paid Social,Spain
U03405,2025-02-14,Paid Social,France
U03406,2025-09-17,Paid Social,UK
U03407,2025-06-03,Partnerships,Germany
U03408,2025-06-04,Paid Social,Spain
U03409,2025-12-29,Organic,France
U03410,2025-08-22,Paid Search,Spain
U03411,2025-02-20,Paid Search,France
U03412,2025-11-02,Paid Search,Spain
U03413,2025-09-19,Paid Search,Spain
U03414,2025-11-11,Affiliate,Germany
U03415,2025-05-05,Paid Search,France
U03416,2025-09-02,Paid Search,UK
U03417,2025-01-30,Paid Search,Spain
U03418,2025-05-02,Organic,UK
U03419,2025-05-05,Organic,Germany
U03420,2025-02-06,Paid Search,UK
U03421,2025-06-19,Partnerships,Spain
U03422,2025-05-04,Paid Social,Spain
U03423,2025-12-23,Paid Search,Spain
U03424,2025-02-04,Affiliate,France
U03425,2025-03-28,Paid Search,UK
U03426,2025-05-14,Organic,France
U03427,2025-07-15,Paid Search,Spain
U03428,2025-10-01,Organic,Spain
U03429,2025-07-20,Paid Search,Germany
U03430,2025-10-12,Affiliate,Germany
U03431,2025-03-18,Organic,Spain
U03432,2025-02-28,Paid Search,France
U03433,2025-05-06,Paid Social,France
U03434,2025-04-19,Paid Social,Spain
U03435,2025-08-12,Affiliate,UK
U03436,2025-10-05,Paid Search,France
U03437,2025-03-09,Paid Search,Spain
U03438,2025-03-10,Affiliate,Germany
U03439,2025-06-14,Paid Social,Spain
U03440,2025-11-01,Affiliate,France
U03441,2025-06-11,Paid Search,Spain
U03442,2025-12-31,Paid Social,UK
U03443,2025-12-08,Affiliate,UK
U03444,2025-11-05,Affiliate,France
U03445,2025-12-09,Paid Social,Spain
U03446,2025-02-11,Paid Social,UK
U03447,2025-12-20,Paid Social,UK
U03448,2025-04-19,Paid Search,Germany
U03449,2025-02-20,Paid Social,France
U03450,2025-09-07,Paid Search,Germany
U03451,2025-12-07,Affiliate,Germany
U03452,2025-01-21,Affiliate,UK
U03453,2025-10-27,Paid Social,Spain
U03454,2025-05-19,Paid Social,Germany
U03455,2025-12-25,Paid Search,France
U03456,2025-11-20,Affiliate,France
U03457,2025-04-02,Organic,Spain
U03458,2025-10-07,Partnerships,France
U03459,2025-05-05,Partnerships,Germany
U03460,2025-04-21,Organic,Spain
U03461,2025-12-20,Paid Social,France
U03462,2025-05-19,Paid Search,France
U03463,2025-09-30,Affiliate,Germany
U03464,2025-04-09,Paid Search,Germany
U03465,2025-09-09,Affiliate,Germany
U03466,2025-12-04,Partnerships,Germany
U03467,2025-04-14,Organic,Spain
U03468,2025-08-02,Paid Social,Spain
U03469,2025-09-06,Affiliate,Spain
U03470,2025-06-01,Affiliate,UK
U03471,2025-09-07,Organic,Germany
U03472,2025-10-02,Organic,Germany
U03473,2025-06-14,Organic,Spain
U03474,2025-12-07,Paid Search,France
U03475,2025-01-08,Paid Social,France
U03476,2025-10-11,Paid Social,Germany
U03477,2025-01-05,Paid Search,Germany
U03478,2025-05-25,Organic,Spain
U03479,2025-04-11,Organic,Germany
U03480,2025-06-13,Paid Search,France
U03481,2025-05-27,Paid Search,France
U03482,2025-03-05,Paid Social,Germany
U03483,2025-04-01,Organic,Spain
U03484,2025-04-27,Paid Social,Spain
U03485,2025-12-20,Paid Search,France
U03486,2025-09-24,Paid Search,Spain
U03487,2025-11-06,Paid Social,France
U03488,2025-06-22,Organic,Germany
U03489,2025-02-16,Paid Social,France
U03490,2025-05-20,Paid Social,Germany
U03491,2025-09-03,Paid Search,Spain
U03492,2025-05-29,Paid Social,UK
U03493,2025-09-03,Partnerships,UK
U03494,2025-01-05,Paid Social,UK
U03495,2025-07-03,Paid Social,France
U03496,2025-01-20,Organic,UK
U03497,2025-02-15,Paid Search,France
U03498,2025-01-12,Affiliate,Spain
U03499,2025-03-11,Paid Social,Germany
U03500,2025-01-17,Paid Social,UK
U03501,2025-05-27,Partnerships,France
U03502,2025-06-03,Organic,Spain
U03503,2025-10-31,Affiliate,Spain
U03504,2025-04-18,Paid Search,UK
U03505,2025-08-24,Paid Social,Spain
U03506,2025-11-04,Paid Social,Spain
U03507,2025-12-18,Affiliate,Spain
U03508,2025-03-11,Partnerships,France
U03509,2025-07-02,Paid Search,Spain
U03510,2025-09-07,Affiliate,Spain
U03511,2025-08-16,Affiliate,Spain
U03512,2025-04-12,Paid Social,Spain
U03513,2025-03-16,Partnerships,Spain
U03514,2025-08-04,Paid Search,France
U03515,2025-07-22,Paid Social,Spain
U03516,2025-07-11,Organic,Spain
U03517,2025-09-06,Paid Social,Germany
U03518,2025-08-30,Paid Social,Spain
U03519,2025-06-28,Affiliate,Spain
U03520,2025-08-07,Organic,France
U03521,2025-03-23,Organic,Spain
U03522,2025-04-02,Affiliate,France
U03523,2025-06-24,Paid Search,UK
U03524,2025-08-27,Organic,Spain
U03525,2025-09-17,Affiliate,Germany
U03526,2025-12-31,Paid Social,France
U03527,2025-06-12,Organic,UK
U03528,2025-02-17,Paid Social,Germany
U03529,2025-11-25,Paid Search,France
U03530,2025-11-24,Organic,UK
U03531,2025-04-26,Affiliate,Germany
U03532,2025-12-03,Paid Social,Spain
U03533,2025-12-03,Paid Social,Germany
U03534,2025-08-13,Affiliate,Germany
U03535,2025-12-18,Paid Search,Germany
U03536,2025-11-24,Paid Social,France
U03537,2025-05-27,Affiliate,Spain
U03538,2025-03-04,Organic,Spain
U03539,2025-10-21,Affiliate,France
U03540,2025-11-19,Organic,Germany
U03541,2025-11-21,Organic,Spain
U03542,2025-01-13,Partnerships,Germany
U03543,2025-07-08,Paid Search,Spain
U03544,2025-10-14,Organic,France
U03545,2025-07-27,Paid Social,UK
U03546,2025-04-24,Paid Search,Germany
U03547,2025-01-22,Paid Search,Spain
U03548,2025-12-15,Organic,Spain
U03549,2025-08-02,Paid Search,Spain
U03550,2025-06-20,Paid Search,France
U03551,2025-11-19,Partnerships,France
U03552,2025-02-23,Organic,UK
U03553,2025-10-25,Affiliate,France
U03554,2025-11-16,Paid Search,Germany
U03555,2025-05-06,Paid Search,France
U03556,2025-10-04,Affiliate,Spain
U03557,2025-07-23,Paid Search,Germany
U03558,2025-07-13,Affiliate,France
U03559,2025-06-18,Paid Search,Germany
U03560,2025-06-01,Organic,Germany
U03561,2025-02-04,Paid Social,France
U03562,2025-07-03,Paid Search,Germany
U03563,2025-10-13,Organic,Spain
U03564,2025-02-26,Paid Social,Spain
U03565,2025-08-10,Paid Social,France
U03566,2025-10-30,Organic,France
U03567,2025-06-12,Paid Social,Spain
U03568,2025-01-19,Paid Social,France
U03569,2025-09-21,Paid Social,Spain
U03570,2025-10-09,Paid Search,Germany
U03571,2025-04-23,Paid Search,France
U03572,2025-11-23,Partnerships,UK
U03573,2025-01-30,Affiliate,Spain
U03574,2025-05-15,Paid Social,Spain
U03575,2025-03-08,Paid Social,Germany
U03576,2025-03-06,Organic,UK
U03577,2025-10-19,Organic,UK
U03578,2025-01-25,Paid Social,UK
U03579,2025-02-06,Organic,Spain
U03580,2025-01-01,Partnerships,Spain
U03581,2025-02-06,Paid Social,UK
U03582,2025-05-21,Paid Search,France
U03583,2025-08-20,Paid Search,UK
U03584,2025-05-16,Organic,Germany
U03585,2025-07-07,Partnerships,UK
U03586,2025-05-08,Partnerships,UK
U03587,2025-07-20,Paid Search,UK
U03588,2025-05-07,Affiliate,France
U03589,2025-09-14,Organic,UK
U03590,2025-06-13,Organic,UK
U03591,2025-02-04,Paid Search,Spain
U03592,2025-07-13,Partnerships,UK
U03593,2025-07-10,Paid Search,Germany
U03594,2025-04-14,Partnerships,Spain
U03595,2025-01-23,Affiliate,France
U03596,2025-09-22,Paid Search,Spain
U03597,2025-10-17,Organic,France
U03598,2025-09-17,Paid Search,France
U03599,2025-12-24,Organic,Germany
U03600,2025-03-16,Paid Social,UK
U03601,2025-12-21,Partnerships,Germany
U03602,2025-03-13,Organic,Spain
U03603,2025-09-16,Paid Social,France
U03604,2025-07-07,Affiliate,Spain
U03605,2025-06-22,Paid Social,France
U03606,2025-10-17,Paid Search,Spain
U03607,2025-02-14,Affiliate,France
U03608,2025-03-02,Partnerships,Germany
U03609,2025-03-24,Organic,France
U03610,2025-05-03,Organic,UK
U03611,2025-12-24,Affiliate,Germany
U03612,2025-01-16,Partnerships,UK
U03613,2025-03-07,Organic,Spain
U03614,2025-05-25,Paid Social,Spain
U03615,2025-06-11,Paid Search,France
U03616,2025-08-22,Paid Social,France
U03617,2025-05-24,Organic,Spain
U03618,2025-12-24,Affiliate,Germany
U03619,2025-07-07,Partnerships,UK
U03620,2025-11-18,Paid Search,Spain
U03621,2025-01-13,Organic,Germany
U03622,2025-07-03,Paid Social,UK
U03623,2025-04-21,Partnerships,France
U03624,2025-10-17,Paid Search,Germany
U03625,2025-10-22,Paid Search,Germany
U03626,2025-08-03,Organic,Spain
U03627,2025-04-30,Organic,UK
U03628,2025-02-24,Paid Social,Spain
U03629,2025-01-27,Paid Search,France
U03630,2025-04-28,Paid Social,France
U03631,2025-08-09,Paid Search,UK
U03632,2025-08-19,Paid Search,UK
U03633,2025-02-22,Organic,UK
U03634,2025-10-22,Organic,Spain
U03635,2025-11-17,Paid Search,UK
U03636,2025-08-21,Affiliate,UK
U03637,2025-06-07,Paid Social,Spain
U03638,2025-09-26,Paid Search,France
U03639,2025-01-21,Paid Search,France
U03640,2025-02-22,Affiliate,Germany
U03641,2025-10-02,Paid Search,France
U03642,2025-11-09,Paid Social,UK
U03643,2025-10-08,Paid Search,France
U03644,2025-08-02,Paid Social,Spain
U03645,2025-01-31,Paid Search,France
U03646,2025-12-03,Organic,France
U03647,2025-07-02,Partnerships,Germany
U03648,2025-01-23,Organic,Germany
U03649,2025-02-01,Paid Social,UK
U03650,2025-03-15,Paid Social,Spain
U03651,2025-01-10,Paid Social,UK
U03652,2025-02-23,Paid Search,Spain
U03653,2025-02-21,Partnerships,Spain
U03654,2025-05-28,Paid Social,Germany
U03655,2025-06-09,Paid Social,France
U03656,2025-01-14,Affiliate,France
U03657,2025-06-27,Paid Social,Germany
U03658,2025-02-22,Organic,UK
U03659,2025-12-01,Paid Social,France
U03660,2025-01-22,Affiliate,UK
U03661,2025-01-30,Paid Social,France
U03662,2025-07-10,Organic,UK
U03663,2025-09-17,Paid Social,Spain
U03664,2025-07-24,Affiliate,Spain
U03665,2025-02-28,Paid Search,France
U03666,2025-09-21,Partnerships,UK
U03667,2025-01-12,Paid Social,UK
U03668,2025-04-29,Paid Social,Spain
U03669,2025-10-17,Organic,UK
U03670,2025-12-04,Organic,Germany
U03671,2025-09-05,Paid Social,UK
U03672,2025-12-20,Organic,Spain
U03673,2025-05-07,Paid Search,Germany
U03674,2025-03-16,Organic,Germany
U03675,2025-12-27,Affiliate,UK
U03676,2025-07-23,Paid Social,Spain
U03677,2025-02-18,Organic,Spain
U03678,2025-03-20,Organic,Spain
U03679,2025-08-29,Paid Social,Germany
U03680,2025-12-15,Organic,Spain
U03681,2025-06-03,Paid Search,Germany
U03682,2025-10-01,Organic,Germany
U03683,2025-04-06,Partnerships,France
U03684,2025-08-02,Paid Search,UK
U03685,2025-10-21,Partnerships,Spain
U03686,2025-07-28,Affiliate,Germany
U03687,2025-12-09,Affiliate,UK
U03688,2025-03-29,Paid Social,Germany
U03689,2025-11-02,Paid Social,UK
U03690,2025-09-21,Organic,Germany
U03691,2025-11-21,Paid Social,Spain
U03692,2025-11-16,Paid Social,France
U03693,2025-06-06,Partnerships,France
U03694,2025-06-05,Paid Search,France
U03695,2025-05-19,Affiliate,Germany
U03696,2025-05-01,Affiliate,UK
U03697,2025-03-06,Partnerships,Spain
U03698,2025-04-17,Paid Social,Spain
U03699,2025-05-27,Paid Social,Germany
U03700,2025-05-17,Paid Social,France
U03701,2025-06-11,Organic,Germany
U03702,2025-04-10,Paid Search,UK
U03703,2025-12-04,Organic,France
U03704,2025-11-03,Affiliate,Germany
U03705,2025-05-21,Organic,UK
U03706,2025-03-24,Paid Social,France
U03707,2025-06-26,Paid Social,Spain
U03708,2025-07-17,Organic,UK
U03709,2025-04-22,Paid Search,Spain
U03710,2025-02-25,Paid Search,UK
U03711,2025-06-28,Paid Social,France
U03712,2025-07-05,Organic,Germany
U03713,2025-08-06,Affiliate,Germany
U03714,2025-11-12,Affiliate,Germany
U03715,2025-08-05,Partnerships,Germany
U03716,2025-04-30,Paid Social,UK
U03717,2025-06-24,Organic,Germany
U03718,2025-01-23,Paid Social,Germany
U03719,2025-08-01,Organic,UK
U03720,2025-08-23,Paid Social,UK
U03721,2025-01-13,Paid Social,France
U03722,2025-04-11,Affiliate,UK
U03723,2025-01-24,Paid Social,Spain
U03724,2025-12-30,Affiliate,France
U03725,2025-01-11,Paid Social,France
U03726,2025-09-30,Paid Search,Germany
U03727,2025-10-08,Paid Social,Germany
U03728,2025-04-04,Affiliate,Spain
U03729,2025-07-20,Paid Search,Germany
U03730,2025-01-21,Affiliate,UK
U03731,2025-12-06,Paid Social,UK
U03732,2025-07-30,Paid Social,Germany
U03733,2025-05-20,Paid Social,Germany
U03734,2025-10-20,Organic,UK
U03735,2025-10-25,Partnerships,France
U03736,2025-04-11,Paid Social,Spain
U03737,2025-10-31,Affiliate,Spain
U03738,2025-12-25,Organic,France
U03739,2025-01-28,Paid Social,Spain
U03740,2025-02-10,Organic,Germany
U03741,2025-12-21,Paid Search,Germany
U03742,2025-10-30,Organic,Germany
U03743,2025-05-26,Affiliate,Spain
U03744,2025-09-13,Paid Search,France
U03745,2025-08-15,Paid Social,Germany
U03746,2025-08-24,Organic,France
U03747,2025-12-27,Organic,UK
U03748,2025-01-13,Affiliate,UK
U03749,2025-07-29,Paid Search,UK
U03750,2025-08-17,Paid Social,Spain
U03751,2025-04-10,Paid Social,Spain
U03752,2025-01-31,Paid Search,Germany
U03753,2025-01-16,Affiliate,UK
U03754,2025-05-17,Organic,France
U03755,2025-11-25,Partnerships,Spain
U03756,2025-06-15,Paid Search,France
U03757,2025-11-06,Affiliate,France
U03758,2025-04-10,Organic,Germany
U03759,2025-04-19,Partnerships,Germany
U03760,2025-12-09,Partnerships,France
U03761,2025-06-22,Organic,France
U03762,2025-08-25,Organic,France
U03763,2025-06-11,Paid Search,France
U03764,2025-08-04,Paid Social,UK
U03765,2025-09-21,Organic,France
U03766,2025-09-20,Paid Social,Spain
U03767,2025-10-19,Paid Search,Germany
