week,country,channel,roas,cost_per_conversion,avg_orders_per_user_5w,spend_share_pct,total_5w_revenue,total_spend,converted_users,total_orders_5w,roas_score,order_frequency_score,cpa_score,base_composite_score,adjusted_composite_score,channel_rank,recommendation
2025-03-03,Germany,Organic,0.0111,1173.97,0.2308,35.63,169.19,15261.63,13,3,0.2305,0.6923,0.7324,0.5517,0.5517,3,Maintain / optimize
2025-03-03,Germany,Partnerships,0.0,162.82,0.0,2.66,0.0,1139.76,7,0,0.0,0.0,1.0,0.3333,0.3,4,Scale down / deprioritize
2025-03-03,Germany,Affiliate,0.0,3941.34,0.0,27.61,0.0,11824.01,3,0,0.0,0.0,0.0,0.0,0.0,5,Scale down / deprioritize
2025-03-03,Spain,Organic,0.0988,512.13,0.3333,13.41,911.23,9218.37,18,6,1.0,1.0,1.0,1.0,0.9019,1,Scale up
2025-03-03,Spain,Paid Social,0.0087,1731.23,0.1,25.19,150.35,17312.31,10,1,0.0879,0.3,0.867,0.4183,0.41,2,Maintain / optimize
2025-03-03,Spain,Paid Search,0.0054,1257.36,0.0909,20.12,74.08,13830.98,11,1,0.0542,0.2727,0.9187,0.4152,0.393,3,Scale down / deprioritize
2025-03-03,Spain,Affiliate,0.0,1289.34,0.0,13.13,0.0,9025.36,7,0,0.0,0.0,0.9152,0.3051,0.2746,4,Scale down / deprioritize
2025-03-03,Spain,Partnerships,0.0,9675.44,0.0,28.15,0.0,19350.89,2,0,0.0,0.0,0.0,0.0,0.0,5,Scale down / deprioritize
2025-03-03,UK,Organic,0.3017,116.01,0.4,4.46,699.97,2320.23,20,8,1.0,1.0,1.0,1.0,0.9,1,Scale up
2025-03-03,UK,Paid Social,0.0528,573.18,0.3846,14.33,393.69,7451.36,13,5,0.1667,0.9467,0.8041,0.6392,0.5974,2,Maintain / optimize
2025-03-03,UK,Paid Search,0.0227,1040.39,0.2727,22.01,259.69,11444.34,11,3,0.0658,0.5594,0.6038,0.4097,0.3939,3,Scale down / deprioritize
2025-03-03,UK,Partnerships,0.003,1514.04,0.1111,26.21,41.53,13626.36,9,1,0.0,0.0,0.4009,0.1336,0.1304,4,Scale down / deprioritize
2025-03-03,UK,Affiliate,0.0107,2449.42,0.1429,32.98,182.76,17145.95,7,1,0.0255,0.1099,0.0,0.0451,0.0451,5,Scale down / deprioritize
2025-03-10,France,Affiliate,0.0307,263.89,0.125,4.31,64.82,2111.12,8,1,1.0,1.0,1.0,1.0,0.9,1,Scale up
2025-03-10,France,Paid Search,0.0042,1544.3,0.0909,34.69,71.8,16987.34,11,1,0.1377,0.7273,0.4575,0.4408,0.4371,2,Maintain / optimize
2025-03-10,France,Paid Social,0.0,317.38,0.0,6.48,0.0,3173.76,10,0,0.0,0.0,0.9773,0.3258,0.2953,3,Scale down / deprioritize
2025-03-10,France,Organic,0.0,640.79,0.0,17.01,0.0,8330.26,13,0,0.0,0.0,0.8403,0.2801,0.2628,4,Scale down / deprioritize
2025-03-10,France,Partnerships,0.0,2624.21,0.0,37.51,0.0,18369.44,7,0,0.0,0.0,0.0,0.0,0.0,5,Scale down / deprioritize
2025-03-10,Germany,Paid Social,0.0933,535.66,0.4211,32.51,949.27,10177.6,19,8,1.0,1.0,1.0,1.0,0.9473,1,Scale up
2025-03-10,Germany,Organic,0.0437,979.6,0.3889,56.32,769.94,17632.73,18,7,0.4155,0.8844,0.0,0.4333,0.4333,2,Maintain / optimize
2025-03-10,Germany,Partnerships,0.0084,699.62,0.2,11.17,29.4,3498.11,5,1,0.0,0.2054,0.6307,0.2787,0.2508,3,Scale down / deprioritize
2025-03-10,Germany,Affiliate,,,0.1429,,111.46,,7,1,,0.0,,,,4,Scale down / deprioritize
2025-03-10,Germany,Paid Search,,,0.1429,,42.64,,7,1,,0.0,,,,4,Scale down / deprioritize
2025-03-10,Spain,Paid Social,0.5002,63.03,0.3182,3.73,693.58,1386.63,22,7,1.0,1.0,1.0,1.0,0.9,1,Scale up
2025-03-10,Spain,Organic,0.0198,1442.31,0.2308,50.43,371.62,18750.0,13,3,0.0396,0.7253,0.7821,0.5156,0.5156,2,Maintain / optimize
2025-03-10,Spain,Affiliate,0.0794,250.49,0.1765,11.45,338.23,4258.39,17,3,0.1588,0.5546,0.9704,0.5613,0.5144,3,Maintain / optimize
2025-03-10,Spain,Partnerships,0.0,6391.47,0.0,34.38,0.0,12782.94,2,0,0.0,0.0,0.0,0.0,0.0,4,Scale down / deprioritize
2025-03-10,Spain,Paid Search,,,0.2,,229.66,,10,2,,0.6286,,,,5,Scale down / deprioritize
2025-03-10,UK,Organic,0.1091,190.53,0.25,4.32,249.34,2286.42,12,3,1.0,1.0,1.0,1.0,0.9,1,Scale up
2025-03-10,UK,Paid Social,0.0644,283.07,0.2222,9.63,328.06,5095.23,18,4,0.5904,0.8889,0.9823,0.8205,0.755,2,Scale up
2025-03-10,UK,Paid Search,0.008,1048.29,0.1333,29.7,125.34,15724.32,15,2,0.0731,0.5333,0.8358,0.4807,0.479,3,Maintain / optimize
2025-03-10,UK,Partnerships,0.0,4529.78,0.0,25.67,0.0,13589.34,3,0,0.0,0.0,0.1692,0.0564,0.0553,4,Scale down / deprioritize
2025-03-10,UK,Affiliate,0.0,5413.39,0.0,30.68,0.0,16240.17,3,0,0.0,0.0,0.0,0.0,0.0,5,Scale down / deprioritize
2025-03-17,France,Organic,0.0182,1617.53,0.25,25.2,236.08,12940.26,8,2,1.0,1.0,0.0,0.6667,0.646,1,Maintain / optimize
2025-03-17,France,Paid Search,0.0116,1328.49,0.1538,33.63,200.3,17270.36,13,2,0.6357,0.6154,0.252,0.501,0.501,2,Maintain / optimize
2025-03-17,France,Affiliate,0.0089,1356.24,0.1667,15.84,72.74,8137.44,6,1,0.49,0.6667,0.2278,0.4615,0.4313,3,Maintain / optimize
2025-03-17,France,Paid Social,0.0,470.32,0.0,6.41,0.0,3292.26,7,0,0.0,0.0,1.0,0.3333,0.3,4,Scale down / deprioritize
2025-03-17,France,Partnerships,0.0,1388.49,0.0,18.92,0.0,9719.46,7,0,0.0,0.0,0.1996,0.0665,0.063,5,Scale down / deprioritize
2025-03-17,Germany,Paid Social,0.0536,680.63,0.4,15.47,546.82,10209.51,15,6,1.0,0.8,1.0,0.9333,0.84,1,Scale up
2025-03-17,Germany,Paid Search,0.0263,884.7,0.2353,22.79,396.09,15039.96,17,4,0.4917,0.4706,0.9052,0.6225,0.6014,2,Maintain / optimize
2025-03-17,Germany,Partnerships,0.0301,2832.81,0.5,17.17,340.75,11331.25,4,2,0.5615,1.0,0.0,0.5205,0.4764,3,Maintain / optimize
2025-03-17,Germany,Affiliate,0.0069,1322.65,0.2222,18.03,82.48,11903.86,9,2,0.1294,0.4444,0.7017,0.4252,0.3925,4,Scale down / deprioritize
2025-03-17,Germany,Organic,0.0,2502.82,0.0,26.54,0.0,17519.76,7,0,0.0,0.0,0.1533,0.0511,0.0511,5,Scale down / deprioritize
2025-03-17,Spain,Partnerships,0.0619,554.39,0.3333,8.44,308.91,4989.54,9,3,1.0,1.0,0.8755,0.9585,0.8814,1,Scale up
2025-03-17,Spain,Paid Search,0.0159,1269.02,0.2727,23.62,221.64,13959.26,11,3,0.2565,0.8182,0.5994,0.558,0.5404,2,Maintain / optimize
2025-03-17,Spain,Paid Social,0.0,232.04,0.0,2.36,0.0,1392.25,6,0,0.0,0.0,1.0,0.3333,0.3,3,Scale down / deprioritize
2025-03-17,Spain,Affiliate,0.0129,2820.53,0.1429,33.4,254.76,19743.74,7,1,0.2084,0.4286,0.0,0.2123,0.2123,4,Scale down / deprioritize
2025-03-17,Spain,Organic,0.0,2113.9,0.0,32.19,0.0,19025.12,9,0,0.0,0.0,0.273,0.091,0.0906,5,Scale down / deprioritize
2025-03-17,UK,Organic,0.1071,212.29,0.1667,8.6,409.34,3821.31,18,3,1.0,1.0,1.0,1.0,0.9,1,Scale up
2025-03-17,UK,Paid Search,0.0108,710.97,0.0476,33.58,160.54,14930.29,21,1,0.1004,0.2857,0.7744,0.3868,0.3868,2,Scale down / deprioritize
2025-03-17,UK,Affiliate,0.0,1241.23,0.0,25.13,0.0,11171.06,9,0,0.0,0.0,0.5345,0.1782,0.1721,3,Scale down / deprioritize
2025-03-17,UK,Partnerships,0.0,2422.56,0.0,32.69,0.0,14535.36,6,0,0.0,0.0,0.0,0.0,0.0,4,Scale down / deprioritize
2025-03-17,UK,Paid Social,,,0.0,,0.0,,12,0,,0.0,,,,5,Scale down / deprioritize
2025-03-24,France,Paid Search,0.0354,933.57,0.2,30.6,330.2,9335.72,10,2,1.0,1.0,0.9301,0.9767,0.9539,1,Scale up
2025-03-24,France,Affiliate,0.0088,599.34,0.125,15.72,42.03,4794.7,8,1,0.2478,0.625,0.9597,0.6108,0.5657,2,Maintain / optimize
2025-03-24,France,Paid Social,0.0199,144.18,0.0588,8.03,48.89,2451.09,17,1,0.5639,0.2941,1.0,0.6194,0.5574,3,Maintain / optimize
2025-03-24,France,Organic,0.0,226.84,0.0,8.18,0.0,2495.29,11,0,0.0,0.0,0.9927,0.3309,0.298,4,Scale down / deprioritize
2025-03-24,France,Partnerships,0.0,11430.56,0.0,37.47,0.0,11430.56,1,0,0.0,0.0,0.0,0.0,0.0,5,Scale down / deprioritize
2025-03-24,Germany,Paid Search,0.0792,473.78,0.4375,9.92,600.07,7580.54,16,7,1.0,1.0,1.0,1.0,0.9,1,Scale up
2025-03-24,Germany,Paid Social,0.0137,936.25,0.1053,23.28,243.18,17788.84,19,2,0.1727,0.2406,0.8087,0.4073,0.4017,2,Maintain / optimize
2025-03-24,Germany,Organic,0.014,1618.91,0.1667,25.42,272.04,19426.92,12,2,0.1769,0.381,0.5264,0.3614,0.3614,3,Scale down / deprioritize
2025-03-24,Germany,Partnerships,0.0,1784.21,0.0,18.68,0.0,14273.69,8,0,0.0,0.0,0.458,0.1527,0.146,4,Scale down / deprioritize
2025-03-24,Germany,Affiliate,0.0044,2891.63,0.1667,22.7,76.02,17349.76,6,1,0.0554,0.381,0.0,0.1454,0.1429,5,Scale down / deprioritize
2025-03-24,Spain,Organic,0.012,1237.37,0.0769,37.24,192.27,16085.81,13,1,1.0,0.1538,0.9225,0.6921,0.6921,1,Maintain / optimize
2025-03-24,Spain,Partnerships,0.0064,6557.27,0.5,30.36,84.56,13114.53,2,1,0.5394,1.0,0.0,0.5131,0.5008,2,Maintain / optimize
2025-03-24,Spain,Paid Social,0.0025,790.63,0.0769,23.79,25.62,10278.16,13,1,0.2085,0.1538,1.0,0.4541,0.4328,3,Maintain / optimize
2025-03-24,Spain,Affiliate,0.0,1239.61,0.0,8.61,0.0,3718.82,3,0,0.0,0.0,0.9221,0.3074,0.2766,4,Scale down / deprioritize
2025-03-24,Spain,Paid Search,,,0.3333,,389.7,,12,4,,0.6667,,,,5,Scale down / deprioritize
2025-03-24,UK,Affiliate,0.0614,833.97,0.4286,44.21,358.19,5837.76,7,3,1.0,1.0,1.0,1.0,0.9,1,Scale up
2025-03-24,UK,Partnerships,0.0,1473.28,0.0,55.79,0.0,7366.39,5,0,0.0,0.0,0.0,0.0,0.0,2,Scale down / deprioritize
2025-03-24,UK,Organic,,,0.2143,,549.77,,14,3,,0.5,,,,3,Scale down / deprioritize
2025-03-24,UK,Paid Search,,,0.1429,,210.48,,14,2,,0.3333,,,,3,Scale down / deprioritize
2025-03-24,UK,Paid Social,,,0.0952,,208.17,,21,2,,0.2222,,,,3,Scale down / deprioritize
2025-03-31,France,Affiliate,0.0642,311.53,0.1111,7.11,179.92,2803.74,9,1,1.0,0.2222,0.933,0.7184,0.6539,1,Maintain / optimize
2025-03-31,France,Paid Search,0.0276,1338.64,0.25,40.73,442.63,16063.65,12,3,0.4294,0.5,0.6102,0.5132,0.5033,2,Maintain / optimize
2025-03-31,France,Paid Social,0.0172,3280.55,0.5,49.91,338.42,19683.31,6,3,0.2679,1.0,0.0,0.4226,0.4226,3,Maintain / optimize
2025-03-31,France,Partnerships,0.0,98.35,0.0,2.24,0.0,885.16,9,0,0.0,0.0,1.0,0.3333,0.3,4,Scale down / deprioritize
2025-03-31,France,Organic,,,0.0625,,82.35,,16,1,,0.125,,,,5,Scale down / deprioritize
2025-03-31,Germany,Affiliate,0.026,1698.47,0.5,23.7,352.67,13587.73,8,4,1.0,1.0,0.0293,0.6764,0.6555,1,Maintain / optimize
2025-03-31,Germany,Paid Search,0.0101,760.08,0.125,21.21,123.22,12161.21,16,2,0.3904,0.25,0.6542,0.4315,0.4143,2,Maintain / optimize
2025-03-31,Germany,Paid Social,0.0,240.78,0.0,4.62,0.0,2648.59,11,0,0.0,0.0,1.0,0.3333,0.3,3,Scale down / deprioritize
2025-03-31,Germany,Organic,0.0078,1539.45,0.1667,32.23,143.85,18473.41,12,2,0.3,0.3333,0.1352,0.2562,0.2562,4,Scale down / deprioritize
2025-03-31,Germany,Partnerships,0.0092,1742.43,0.1667,18.24,96.02,10454.58,6,1,0.3539,0.3333,0.0,0.2291,0.2175,5,Scale down / deprioritize
2025-03-31,Spain,Paid Search,0.0484,617.66,0.25,15.79,358.65,7411.87,12,3,1.0,1.0,0.878,0.9593,0.8829,1,Scale up
2025-03-31,Spain,Paid Social,0.029,481.51,0.1429,14.36,195.26,6741.19,14,2,0.5986,0.5714,0.9221,0.6974,0.6377,2,Maintain / optimize
2025-03-31,Spain,Organic,0.0272,241.16,0.0476,10.79,137.59,5064.43,21,1,0.5615,0.1905,1.0,0.584,0.5256,3,Maintain / optimize
2025-03-31,Spain,Affiliate,0.0,1847.37,0.0,23.62,0.0,11084.23,6,0,0.0,0.0,0.4794,0.1598,0.1521,4,Scale down / deprioritize
2025-03-31,Spain,Partnerships,0.0,3326.37,0.0,35.44,0.0,16631.83,5,0,0.0,0.0,0.0,0.0,0.0,5,Scale down / deprioritize
2025-03-31,UK,Paid Social,0.0326,497.35,0.1538,14.07,210.69,6465.61,13,2,1.0,0.8654,0.9906,0.952,0.8568,1,Scale up
2025-03-31,UK,Partnerships,0.0267,1409.1,0.1429,21.47,263.47,9863.72,7,1,0.8109,0.75,0.4977,0.6862,0.6486,2,Maintain / optimize
2025-03-31,UK,Organic,0.0166,480.01,0.0714,14.63,111.85,6720.13,14,1,0.4868,0.0,1.0,0.4956,0.4477,3,Maintain / optimize
2025-03-31,UK,Paid Search,0.0046,742.69,0.0833,19.4,41.2,8912.3,12,1,0.0999,0.125,0.858,0.361,0.3366,4,Scale down / deprioritize
2025-03-31,UK,Affiliate,0.0015,2329.68,0.1667,30.43,21.24,13978.09,6,1,0.0,1.0,0.0,0.3333,0.3333,5,Scale down / deprioritize
2025-04-07,France,Organic,0.0235,440.07,0.2,7.6,103.2,4400.69,10,2,1.0,0.5714,1.0,0.8571,0.7714,1,Scale up
2025-04-07,France,Paid Social,0.015,1901.17,0.3,32.83,285.16,19011.68,10,3,0.5414,1.0,0.5007,0.6807,0.6807,2,Maintain / optimize
2025-04-07,France,Affiliate,0.0167,976.68,0.1429,11.81,114.0,6836.75,7,1,0.6323,0.3265,0.8166,0.5918,0.5425,3,Maintain / optimize
2025-04-07,France,Paid Search,0.0083,721.69,0.0667,18.69,89.32,10825.37,15,1,0.1753,0.0,0.9038,0.3597,0.3395,4,Scale down / deprioritize
2025-04-07,France,Partnerships,0.005,3366.64,0.2,29.07,84.5,16833.22,5,1,0.0,0.5714,0.0,0.1905,0.1876,5,Scale down / deprioritize
2025-04-07,Germany,Paid Social,0.0836,215.49,0.2,7.62,270.29,3232.37,15,3,1.0,0.4667,1.0,0.8222,0.74,1,Maintain / optimize
2025-04-07,Germany,Organic,0.023,938.15,0.1875,35.39,345.47,15010.35,16,3,0.239,0.4167,0.4245,0.3601,0.3535,2,Scale down / deprioritize
2025-04-07,Germany,Affiliate,0.0231,724.45,0.1111,15.37,150.86,6520.04,9,1,0.2406,0.1111,0.5947,0.3154,0.2911,3,Scale down / deprioritize
2025-04-07,Germany,Paid Search,0.004,1471.13,0.0833,41.62,70.24,17653.56,12,1,0.0,0.0,0.0,0.0,0.0,4,Scale down / deprioritize
2025-04-07,Germany,Partnerships,,,0.3333,,194.13,,6,2,,1.0,,,,5,Scale down / deprioritize
2025-04-07,Spain,Organic,0.0266,1225.54,0.25,31.03,261.03,9804.32,8,2,1.0,0.875,0.5105,0.7952,0.7574,1,Scale up
2025-04-07,Spain,Paid Search,0.0159,179.3,0.0625,9.08,45.48,2868.74,16,1,0.5955,0.2188,1.0,0.6047,0.545,2,Maintain / optimize
2025-04-07,Spain,Affiliate,0.0034,2316.75,0.2857,51.33,54.78,16217.26,7,2,0.1269,1.0,0.0,0.3756,0.3756,3,Scale down / deprioritize
2025-04-07,Spain,Paid Social,0.0,207.96,0.0,8.56,0.0,2703.47,13,0,0.0,0.0,0.9866,0.3289,0.296,4,Scale down / deprioritize
2025-04-07,Spain,Partnerships,,,0.2857,,177.84,,7,2,,1.0,,,,5,Scale down / deprioritize
2025-04-07,UK,Paid Search,0.0232,820.45,0.2667,30.49,285.2,12306.7,15,4,1.0,0.8,1.0,0.9333,0.8676,1,Scale up
2025-04-07,UK,Affiliate,0.019,1636.23,0.3333,24.33,186.37,9817.37,6,2,0.8192,1.0,0.0,0.6064,0.5458,2,Maintain / optimize
2025-04-07,UK,Paid Social,0.0,959.74,0.0,45.18,0.0,18235.07,19,0,0.0,0.0,0.8293,0.2764,0.2764,3,Scale down / deprioritize
2025-04-07,UK,Organic,,,0.0556,,138.36,,18,1,,0.1667,,,,4,Scale down / deprioritize
2025-04-07,UK,Partnerships,,,0.25,,36.25,,4,1,,0.75,,,,4,Scale down / deprioritize
2025-04-14,France,Paid Search,0.0322,818.86,0.25,10.84,210.94,6550.9,8,2,1.0,1.0,1.0,1.0,0.9,1,Scale up
2025-04-14,France,Organic,0.0015,3159.22,0.1667,31.36,29.34,18955.34,6,1,0.0481,0.6667,0.0753,0.2634,0.2634,2,Scale down / deprioritize
2025-04-14,France,Affiliate,0.0,2597.86,0.0,30.09,0.0,18185.05,7,0,0.0,0.0,0.2971,0.099,0.0984,3,Scale down / deprioritize
2025-04-14,France,Partnerships,0.0,3349.87,0.0,27.71,0.0,16749.33,5,0,0.0,0.0,0.0,0.0,0.0,4,Scale down / deprioritize
2025-04-14,France,Paid Social,,,0.0,,0.0,,16,0,,0.0,,,,5,Scale down / deprioritize
2025-04-14,Germany,Organic,0.0597,813.07,0.3571,17.13,679.35,11383.04,14,5,1.0,1.0,0.9021,0.9674,0.9137,1,Scale up
2025-04-14,Germany,Paid Social,0.0418,704.42,0.2632,20.14,559.98,13384.07,19,5,0.7011,0.7368,1.0,0.8126,0.7781,2,Scale up
2025-04-14,Germany,Paid Search,0.0214,1148.81,0.2667,25.93,368.85,17232.09,15,4,0.3587,0.7467,0.5997,0.5683,0.5583,3,Maintain / optimize
2025-04-14,Germany,Partnerships,0.0,898.81,0.0,6.76,0.0,4494.05,5,0,0.0,0.0,0.8249,0.275,0.2475,4,Scale down / deprioritize
2025-04-14,Germany,Affiliate,0.0117,1814.57,0.1818,30.04,234.15,19960.22,11,2,0.1966,0.5091,0.0,0.2352,0.2352,5,Scale down / deprioritize
2025-04-14,Spain,Paid Social,0.0254,907.05,0.3333,18.77,276.76,10884.57,12,4,0.227,1.0,0.7466,0.6579,0.6274,1,Maintain / optimize
2025-04-14,Spain,Organic,0.0978,235.64,0.2105,7.72,437.85,4477.22,19,4,1.0,0.0789,1.0,0.693,0.6237,2,Maintain / optimize
2025-04-14,Spain,Paid Search,0.023,1471.85,0.25,20.31,270.3,11774.8,8,2,0.2006,0.375,0.5335,0.3697,0.3553,3,Scale down / deprioritize
2025-04-14,Spain,Affiliate,0.0227,1641.58,0.2,28.31,372.68,16415.77,10,2,0.1979,0.0,0.4694,0.2225,0.2225,4,Scale down / deprioritize
2025-04-14,Spain,Partnerships,0.0042,2885.41,0.2,24.88,60.17,14427.06,5,1,0.0,0.0,0.0,0.0,0.0,5,Scale down / deprioritize
2025-04-14,UK,Paid Search,0.077,366.23,0.3,33.22,563.63,7324.6,20,6,1.0,1.0,1.0,1.0,0.9,1,Scale up
2025-04-14,UK,Affiliate,0.0061,2454.36,0.1667,66.78,89.3,14726.15,6,1,0.0,0.2688,0.0,0.0896,0.0896,2,Scale down / deprioritize
2025-04-14,UK,Organic,,,0.2632,,429.64,,19,5,,0.798,,,,3,Scale down / deprioritize
2025-04-14,UK,Paid Social,,,0.1176,,160.81,,17,2,,0.0,,,,3,Scale down / deprioritize
2025-04-14,UK,Partnerships,,,0.1429,,78.41,,7,1,,0.1382,,,,3,Scale down / deprioritize
2025-04-21,France,Paid Search,0.0039,995.21,0.0769,24.69,49.92,12937.74,13,1,1.0,0.3269,0.7709,0.6993,0.6731,1,Maintain / optimize
2025-04-21,France,Affiliate,0.0017,1222.42,0.0769,30.33,26.35,15891.51,13,1,0.4297,0.3269,0.6697,0.4755,0.473,2,Maintain / optimize
2025-04-21,France,Paid Social,0.0,481.01,0.0,13.77,0.0,7215.1,15,0,0.0,0.0,1.0,0.3333,0.3,3,Scale down / deprioritize
2025-04-21,France,Partnerships,0.0,2725.69,0.0,31.21,0.0,16354.14,6,0,0.0,0.0,0.0,0.0,0.0,4,Scale down / deprioritize
2025-04-21,France,Organic,,,0.2353,,559.39,,17,4,,1.0,,,,5,Scale down / deprioritize
2025-04-21,Germany,Paid Social,0.0314,279.12,0.0769,7.86,113.81,3628.6,13,1,1.0,0.3846,1.0,0.7949,0.7154,1,Maintain / optimize
2025-04-21,Germany,Partnerships,0.0047,3894.47,0.2,42.2,90.85,19472.37,5,1,0.1488,1.0,0.0,0.3829,0.3829,2,Scale down / deprioritize
2025-04-21,Germany,Organic,0.0,1203.73,0.0,18.26,0.0,8426.09,7,0,0.0,0.0,0.7443,0.2481,0.2308,3,Scale down / deprioritize
2025-04-21,Germany,Affiliate,0.0,1461.29,0.0,31.67,0.0,14612.93,10,0,0.0,0.0,0.673,0.2243,0.2175,4,Scale down / deprioritize
2025-04-21,Germany,Paid Search,,,0.1538,,135.9,,13,2,,0.7692,,,,5,Scale down / deprioritize
2025-04-21,Spain,Organic,0.0372,585.81,0.2308,13.64,283.18,7615.55,13,3,1.0,0.3419,1.0,0.7806,0.7026,1,Maintain / optimize
2025-04-21,Spain,Paid Search,0.03,885.22,0.2857,22.19,372.1,12393.14,14,4,0.7701,0.5556,0.8638,0.7298,0.6862,2,Maintain / optimize
2025-04-21,Spain,Affiliate,0.0156,2335.2,0.2857,29.27,254.89,16346.43,7,2,0.3066,0.5556,0.204,0.3554,0.346,3,Scale down / deprioritize
2025-04-21,Spain,Partnerships,0.006,2783.42,0.1429,34.89,117.76,19483.96,7,1,0.0,0.0,0.0,0.0,0.0,4,Scale down / deprioritize
2025-04-21,Spain,Paid Social,,,0.4,,553.53,,15,6,,1.0,,,,5,Scale down / deprioritize
2025-04-21,UK,Organic,0.0787,114.03,0.1818,2.98,98.7,1254.35,11,2,1.0,0.8182,0.9623,0.9268,0.8368,1,Scale up
2025-04-21,UK,Paid Social,0.0534,664.6,0.2,23.67,532.62,9968.97,15,3,0.679,0.9,0.6159,0.7316,0.7013,2,Maintain / optimize
2025-04-21,UK,Affiliate,0.016,1515.48,0.2222,32.39,217.74,13639.29,9,2,0.2029,1.0,0.0805,0.4278,0.4201,3,Maintain / optimize
2025-04-21,UK,Paid Search,0.0,54.1,0.0,1.93,0.0,811.49,15,0,0.0,0.0,1.0,0.3333,0.3,4,Scale down / deprioritize
2025-04-21,UK,Partnerships,0.0,1643.39,0.0,39.03,0.0,16433.86,10,0,0.0,0.0,0.0,0.0,0.0,5,Scale down / deprioritize
2025-04-28,France,Paid Social,0.0348,498.42,0.1333,44.91,260.46,7476.37,15,2,1.0,0.6667,0.0,0.5556,0.5556,1,Maintain / optimize
2025-04-28,France,Organic,0.0191,331.13,0.1429,27.85,88.47,4635.84,14,2,0.5478,0.7143,0.4191,0.5604,0.5369,2,Maintain / optimize
2025-04-28,France,Partnerships,0.0,99.21,0.0,4.17,0.0,694.44,7,0,0.0,0.0,1.0,0.3333,0.3,3,Scale down / deprioritize
2025-04-28,France,Paid Search,0.0,384.18,0.0,23.08,0.0,3841.76,10,0,0.0,0.0,0.2862,0.0954,0.0903,4,Scale down / deprioritize
2025-04-28,France,Affiliate,,,0.2,,107.06,,5,1,,1.0,,,,5,Scale down / deprioritize
2025-04-28,Germany,Organic,0.0188,862.16,0.1667,20.74,194.55,10345.88,12,2,1.0,0.5833,0.6634,0.7489,0.7197,1,Maintain / optimize
2025-04-28,Germany,Paid Social,0.013,1103.57,0.2,33.19,215.06,16553.56,15,3,0.6909,0.7,0.5476,0.6461,0.6461,2,Maintain / optimize
2025-04-28,Germany,Affiliate,0.0171,2245.14,0.2857,31.51,269.44,15716.01,7,2,0.9117,1.0,0.0,0.6372,0.6339,3,Maintain / optimize
2025-04-28,Germany,Paid Search,0.0098,662.1,0.1,13.27,64.57,6620.95,10,1,0.5186,0.35,0.7593,0.5426,0.5088,4,Maintain / optimize
2025-04-28,Germany,Partnerships,0.0,160.29,0.0,1.29,0.0,641.18,4,0,0.0,0.0,1.0,0.3333,0.3,5,Scale down / deprioritize
2025-04-28,Spain,Organic,0.2996,263.98,0.6,4.3,395.4,1319.88,5,3,1.0,1.0,1.0,1.0,0.9,1,Scale up
2025-04-28,Spain,Paid Social,0.0795,631.83,0.3333,30.85,753.57,9477.46,15,5,0.2383,0.4023,0.4392,0.3599,0.3515,2,Scale down / deprioritize
2025-04-28,Spain,Paid Search,0.0179,612.64,0.1538,25.93,142.87,7964.37,13,2,0.0252,0.0,0.4684,0.1645,0.1583,3,Scale down / deprioritize
2025-04-28,Spain,Affiliate,0.0107,919.88,0.1538,38.93,127.62,11958.43,13,2,0.0,0.0,0.0,0.0,0.0,4,Scale down / deprioritize
2025-04-28,Spain,Partnerships,,,0.1667,,18.97,,6,1,,0.0287,,,,5,Scale down / deprioritize
2025-04-28,UK,Paid Search,0.0167,1976.57,0.4,35.81,329.91,19765.66,10,4,1.0,1.0,0.5875,0.8625,0.8625,1,Scale up
2025-04-28,UK,Paid Social,0.0026,1703.88,0.1111,27.78,39.36,15334.95,9,1,0.1538,0.2778,0.6767,0.3694,0.3583,2,Scale down / deprioritize
2025-04-28,UK,Affiliate,0.0,715.86,0.0,9.08,0.0,5011.01,7,0,0.0,0.0,1.0,0.3333,0.3,3,Scale down / deprioritize
2025-04-28,UK,Partnerships,0.0,3771.8,0.0,27.33,0.0,15087.2,4,0,0.0,0.0,0.0,0.0,0.0,4,Scale down / deprioritize
2025-04-28,UK,Organic,,,0.0714,,59.87,,14,1,,0.1786,,,,5,Scale down / deprioritize
2025-05-05,France,Affiliate,0.0169,1845.65,0.4,24.17,155.99,9228.26,5,2,1.0,1.0,0.0,0.6667,0.6462,1,Maintain / optimize
2025-05-05,France,Paid Search,0.0,59.42,0.0,2.18,0.0,831.85,14,0,0.0,0.0,1.0,0.3333,0.3,2,Scale down / deprioritize
2025-05-05,France,Paid Social,0.0,414.21,0.0,13.02,0.0,4970.5,12,0,0.0,0.0,0.8014,0.2671,0.2495,3,Scale down / deprioritize
2025-05-05,France,Organic,0.0026,1295.37,0.1,33.93,33.23,12953.74,10,1,0.1518,0.25,0.3081,0.2366,0.2366,4,Scale down / deprioritize
2025-05-05,France,Partnerships,0.0009,1698.71,0.1667,26.7,8.93,10192.27,6,1,0.0518,0.4167,0.0823,0.1836,0.1794,5,Scale down / deprioritize
2025-05-05,Germany,Affiliate,0.3523,78.81,0.2222,1.71,249.86,709.26,9,2,1.0,0.2963,1.0,0.7654,0.6889,1,Maintain / optimize
2025-05-05,Germany,Organic,0.0858,347.26,0.1818,18.38,655.85,7639.77,22,4,0.2255,0.1939,0.7428,0.3874,0.3647,2,Scale down / deprioritize
