week,country,channel,converted_users,users_with_cpa,users_missing_cpa,profitable_users,non_profitable_users,pct_profitable_users,total_5week_profit,avg_5week_profit_per_user,total_5week_revenue,cohort_cpa_per_user,cohort_spend
2025-03-24,France,Paid Social,17,17,0,0,17,0.0,-2402.2000000000007,-141.30588235294118,48.89,144.18176470588236,2451.09
2025-03-24,France,Partnerships,1,1,0,0,1,0.0,-11430.56,-11430.56,0.0,11430.56,11430.56
2025-03-24,Germany,Affiliate,6,6,0,0,6,0.0,-17273.739999999998,-2878.9566666666665,76.02,2891.6266666666666,17349.76
2025-03-24,Germany,Organic,12,12,0,0,12,0.0,-19154.879999999997,-1596.24,272.04,1618.9099999999999,19426.92
2025-03-24,Germany,Paid Search,16,16,0,0,16,0.0,-6980.4699999999984,-436.279375,600.06999999999994,473.78375,7580.54
2025-03-24,Germany,Paid Social,19,19,0,0,19,0.0,-17545.66,-923.455789473684,243.18,936.25473684210522,17788.84
2025-03-24,Germany,Partnerships,8,8,0,0,8,0.0,-14273.69,-1784.21125,0.0,1784.21125,14273.69
2025-03-24,Spain,Affiliate,3,3,0,0,3,0.0,-3718.8200000000006,-1239.6066666666668,0.0,1239.6066666666668,3718.82
2025-03-24,Spain,Organic,13,13,0,0,13,0.0,-15893.539999999994,-1222.58,192.27,1237.37,16085.81
2025-03-24,Spain,Paid Search,12,0,12,0,0,,,,389.7,,
2025-03-24,Spain,Paid Social,13,13,0,0,13,0.0,-10252.54,-788.65692307692314,25.62,790.62769230769231,10278.16
2025-03-24,Spain,Partnerships,2,2,0,0,2,0.0,-13029.970000000001,-6514.9850000000006,84.56,6557.265,13114.53
2025-03-24,UK,Affiliate,7,7,0,0,7,0.0,-5479.57,-782.79571428571433,358.19,833.96571428571428,5837.76
2025-03-24,UK,Organic,14,0,14,0,0,,,,549.77,,
2025-03-24,UK,Paid Search,14,0,14,0,0,,,,210.48000000000002,,
2025-03-24,UK,Paid Social,21,0,21,0,0,,,,208.17000000000002,,
2025-03-24,UK,Partnerships,5,5,0,0,5,0.0,-7366.39,-1473.278,0.0,1473.278,7366.39
2025-03-31,France,Affiliate,9,9,0,0,9,0.0,-2623.8199999999997,-291.5355555555555,179.92,311.52666666666664,2803.74
2025-03-31,France,Organic,16,0,16,0,0,,,,82.35,,
2025-03-31,France,Paid Search,12,12,0,0,12,0.0,-15621.02,-1301.7516666666668,442.63,1338.6375,16063.65
2025-03-31,France,Paid Social,6,6,0,0,6,0.0,-19344.89,-3224.1483333333331,338.42,3280.5516666666667,19683.31
2025-03-31,France,Partnerships,9,9,0,0,9,0.0,-885.16,-98.351111111111109,0.0,98.351111111111109,885.16
2025-03-31,Germany,Affiliate,8,8,0,0,8,0.0,-13235.059999999998,-1654.3825,352.66999999999996,1698.46625,13587.73
2025-03-31,Germany,Organic,12,12,0,0,12,0.0,-18329.559999999998,-1527.4633333333336,143.85,1539.4508333333333,18473.41
2025-03-31,Germany,Paid Search,16,16,0,0,16,0.0,-12037.989999999994,-752.37437499999987,123.22,760.075625,12161.21
2025-03-31,Germany,Paid Social,11,11,0,0,11,0.0,-2648.59,-240.78090909090909,0.0,240.78090909090909,2648.59
2025-03-31,Germany,Partnerships,6,6,0,0,6,0.0,-10358.560000000001,-1726.4266666666667,96.02,1742.43,10454.58
2025-03-31,Spain,Affiliate,6,6,0,0,6,0.0,-11084.23,-1847.3716666666667,0.0,1847.3716666666667,11084.23
2025-03-31,Spain,Organic,21,21,0,0,21,0.0,-4926.8399999999992,-234.61142857142858,137.59,241.16333333333336,5064.43
2025-03-31,Spain,Paid Search,12,12,0,0,12,0.0,-7053.2199999999993,-587.76833333333332,358.65,617.65583333333336,7411.87
2025-03-31,Spain,Paid Social,14,14,0,0,14,0.0,-6545.9300000000012,-467.56642857142856,195.26,481.51357142857142,6741.19
2025-03-31,Spain,Partnerships,5,5,0,0,5,0.0,-16631.83,-3326.3660000000004,0.0,3326.3660000000004,16631.83
2025-03-31,UK,Affiliate,6,6,0,0,6,0.0,-13956.850000000002,-2326.1416666666669,21.24,2329.6816666666668,13978.09
2025-03-31,UK,Organic,14,14,0,0,14,0.0,-6608.2799999999988,-472.02000000000004,111.85,480.00928571428574,6720.13
2025-03-31,UK,Paid Search,12,12,0,0,12,0.0,-8871.0999999999985,-739.25833333333321,41.2,742.69166666666661,8912.3
2025-03-31,UK,Paid Social,13,13,0,0,13,0.0,-6254.920000000001,-481.1476923076923,210.69,497.35461538461539,6465.61
2025-03-31,UK,Partnerships,7,7,0,0,7,0.0,-9600.25,-1371.4642857142858,263.47,1409.1028571428571,9863.72
2025-04-07,France,Affiliate,7,7,0,0,7,0.0,-6722.75,-960.39285714285711,114.0,976.67857142857144,6836.75
2025-04-07,France,Organic,10,10,0,0,10,0.0,-4297.49,-429.74899999999997,103.19999999999999,440.06899999999996,4400.69
2025-04-07,France,Paid Search,15,15,0,0,15,0.0,-10736.050000000003,-715.73666666666691,89.32,721.69133333333343,10825.37
2025-04-07,France,Paid Social,10,10,0,0,10,0.0,-18726.52,-1872.6520000000003,285.16,1901.1680000000001,19011.68
2025-04-07,France,Partnerships,5,5,0,0,5,0.0,-16748.72,-3349.744,84.5,3366.6440000000002,16833.22
2025-04-07,Germany,Affiliate,9,9,0,0,9,0.0,-6369.18,-707.68666666666672,150.86,724.44888888888886,6520.04
2025-04-07,Germany,Organic,16,16,0,0,16,0.0,-14664.880000000005,-916.55500000000006,345.47,938.146875,15010.35
2025-04-07,Germany,Paid Search,12,12,0,0,12,0.0,-17583.320000000007,-1465.2766666666666,70.24,1471.13,17653.56
2025-04-07,Germany,Paid Social,15,15,0,0,15,0.0,-2962.0800000000004,-197.472,270.28999999999996,215.49133333333333,3232.37
2025-04-07,Germany,Partnerships,6,0,6,0,0,,,,194.13,,
2025-04-07,Spain,Affiliate,7,7,0,0,7,0.0,-16162.48,-2308.9257142857145,54.78,2316.7514285714287,16217.26
2025-04-07,Spain,Organic,8,8,0,0,8,0.0,-9543.29,-1192.91125,261.03,1225.54,9804.32
2025-04-07,Spain,Paid Search,16,16,0,0,16,0.0,-2823.2599999999993,-176.45375,45.48,179.29625,2868.74
2025-04-07,Spain,Paid Social,13,13,0,0,13,0.0,-2703.4699999999989,-207.95923076923074,0.0,207.95923076923074,2703.47
2025-04-07,Spain,Partnerships,7,0,7,0,0,,,,177.83999999999997,,
2025-04-07,UK,Affiliate,6,6,0,0,6,0.0,-9631.0,-1605.1666666666667,186.37,1636.2283333333335,9817.37
2025-04-07,UK,Organic,18,0,18,0,0,,,,138.36,,
2025-04-07,UK,Paid Search,15,15,0,0,15,0.0,-12021.500000000002,-801.43333333333339,285.20000000000005,820.44666666666672,12306.7
2025-04-07,UK,Paid Social,19,19,0,0,19,0.0,-18235.069999999996,-959.74052631578945,0.0,959.74052631578945,18235.07
2025-04-07,UK,Partnerships,4,0,4,0,0,,,,36.25,,
2025-04-14,France,Affiliate,7,7,0,0,7,0.0,-18185.05,-2597.8642857142854,0.0,2597.8642857142854,18185.05
2025-04-14,France,Organic,6,6,0,0,6,0.0,-18926.0,-3154.3333333333335,29.34,3159.2233333333334,18955.34
2025-04-14,France,Paid Search,8,8,0,0,8,0.0,-6339.96,-792.49499999999989,210.94,818.8625,6550.9
2025-04-14,France,Paid Social,16,0,16,0,0,,,,0.0,,
2025-04-14,France,Partnerships,5,5,0,0,5,0.0,-16749.33,-3349.8660000000004,0.0,3349.8660000000004,16749.33
2025-04-14,Germany,Affiliate,11,11,0,0,11,0.0,-19726.070000000003,-1793.2790909090911,234.14999999999998,1814.5654545454547,19960.22
2025-04-14,Germany,Organic,14,14,0,0,14,0.0,-10703.689999999999,-764.5492857142857,679.35,813.07428571428579,11383.04
2025-04-14,Germany,Paid Search,15,15,0,0,15,0.0,-16863.240000000005,-1124.2160000000003,368.85,1148.806,17232.09
2025-04-14,Germany,Paid Social,19,19,0,0,19,0.0,-12824.090000000004,-674.95210526315782,559.9799999999999,704.42473684210529,13384.07
2025-04-14,Germany,Partnerships,5,5,0,0,5,0.0,-4494.05,-898.81000000000006,0.0,898.81000000000006,4494.05
2025-04-14,Spain,Affiliate,10,10,0,0,10,0.0,-16043.089999999997,-1604.309,372.68,1641.577,16415.77
2025-04-14,Spain,Organic,19,19,0,0,19,0.0,-4039.369999999999,-212.59842105263158,437.85,235.64315789473685,4477.22
2025-04-14,Spain,Paid Search,8,8,0,0,8,0.0,-11504.5,-1438.0625,270.3,1471.85,11774.8
2025-04-14,Spain,Paid Social,12,12,0,0,12,0.0,-10607.809999999998,-883.98416666666674,276.76,907.0475,10884.57
2025-04-14,Spain,Partnerships,5,5,0,0,5,0.0,-14366.89,-2873.3779999999997,60.17,2885.412,14427.06
2025-04-14,UK,Affiliate,6,6,0,0,6,0.0,-14636.849999999999,-2439.475,89.3,2454.3583333333331,14726.15
2025-04-14,UK,Organic,19,0,19,0,0,,,,429.64,,
2025-04-14,UK,Paid Search,20,20,0,0,20,0.0,-6760.9699999999975,-338.0485,563.63,366.23,7324.6
2025-04-14,UK,Paid Social,17,0,17,0,0,,,,160.81,,
2025-04-14,UK,Partnerships,7,0,7,0,0,,,,78.41,,
2025-04-21,France,Affiliate,13,13,0,0,13,0.0,-15865.16,-1220.396923076923,26.35,1222.4238461538462,15891.51
2025-04-21,France,Organic,17,0,17,0,0,,,,559.39,,
2025-04-21,France,Paid Search,13,13,0,0,13,0.0,-12887.82,-991.37076923076927,49.92,995.21076923076919,12937.74
2025-04-21,France,Paid Social,15,15,0,0,15,0.0,-7215.1000000000031,-481.00666666666672,0.0,481.00666666666672,7215.1
2025-04-21,France,Partnerships,6,6,0,0,6,0.0,-16354.140000000001,-2725.69,0.0,2725.69,16354.14
2025-04-21,Germany,Affiliate,10,10,0,0,10,0.0,-14612.929999999998,-1461.2930000000001,0.0,1461.2930000000001,14612.93
2025-04-21,Germany,Organic,7,7,0,0,7,0.0,-8426.09,-1203.7271428571428,0.0,1203.7271428571428,8426.09
2025-04-21,Germany,Paid Search,13,0,13,0,0,,,,135.9,,
2025-04-21,Germany,Paid Social,13,13,0,0,13,0.0,-3514.79,-270.36846153846147,113.81,279.12307692307689,3628.6
2025-04-21,Germany,Partnerships,5,5,0,0,5,0.0,-19381.52,-3876.3039999999996,90.85,3894.4739999999997,19472.37
2025-04-21,Spain,Affiliate,7,7,0,0,7,0.0,-16091.54,-2298.7914285714287,254.89,2335.2042857142856,16346.43
2025-04-21,Spain,Organic,13,13,0,0,13,0.0,-7332.37,-564.02846153846156,283.18,585.81153846153848,7615.55
2025-04-21,Spain,Paid Search,14,14,0,0,14,0.0,-12021.04,-858.64571428571423,372.1,885.22428571428566,12393.14
2025-04-21,Spain,Paid Social,15,0,15,0,0,,,,553.53,,
2025-04-21,Spain,Partnerships,7,7,0,0,7,0.0,-19366.2,-2766.6,117.76,2783.4228571428571,19483.96
2025-04-21,UK,Affiliate,9,9,0,0,9,0.0,-13421.550000000001,-1491.2833333333333,217.74,1515.4766666666667,13639.29
2025-04-21,UK,Organic,11,11,0,0,11,0.0,-1155.6499999999999,-105.0590909090909,98.699999999999989,114.03181818181817,1254.35
2025-04-21,UK,Paid Search,15,15,0,0,15,0.0,-811.49,-54.099333333333334,0.0,54.099333333333334,811.49
2025-04-21,UK,Paid Social,15,15,0,0,15,0.0,-9436.35,-629.08999999999992,532.62,664.598,9968.97
2025-04-21,UK,Partnerships,10,10,0,0,10,0.0,-16433.86,-1643.386,0.0,1643.386,16433.86
2025-04-28,France,Affiliate,5,0,5,0,0,,,,107.06,,
2025-04-28,France,Organic,14,14,0,0,14,0.0,-4547.37,-324.81214285714282,88.47,331.13142857142856,4635.84
2025-04-28,France,Paid Search,10,10,0,0,10,0.0,-3841.7599999999998,-384.17600000000004,0.0,384.17600000000004,3841.76
2025-04-28,France,Paid Social,15,15,0,0,15,0.0,-7215.9100000000008,-481.06066666666669,260.46,498.42466666666667,7476.37
2025-04-28,France,Partnerships,7,7,0,0,7,0.0,-694.44,-99.2057142857143,0.0,99.2057142857143,694.44
2025-04-28,Germany,Affiliate,7,7,0,0,7,0.0,-15446.57,-2206.6528571428571,269.44,2245.1442857142856,15716.01
2025-04-28,Germany,Organic,12,12,0,0,12,0.0,-10151.329999999998,-845.94416666666666,194.55,862.15666666666664,10345.88
2025-04-28,Germany,Paid Search,10,10,0,0,10,0.0,-6556.3800000000019,-655.63800000000015,64.57,662.095,6620.95
2025-04-28,Germany,Paid Social,15,15,0,0,15,0.0,-16338.5,-1089.2333333333331,215.06,1103.5706666666667,16553.56
2025-04-28,Germany,Partnerships,4,4,0,0,4,0.0,-641.18,-160.295,0.0,160.295,641.18
2025-04-28,Spain,Affiliate,13,13,0,0,13,0.0,-11830.810000000003,-910.06230769230785,127.62,919.87923076923084,11958.43
2025-04-28,Spain,Organic,5,5,0,0,5,0.0,-924.4799999999999,-184.896,395.4,263.976,1319.88
2025-04-28,Spain,Paid Search,13,13,0,0,13,0.0,-7821.5000000000027,-601.6538461538463,142.87,612.6438461538462,7964.37
2025-04-28,Spain,Paid Social,15,15,0,0,15,0.0,-8723.89,-581.59266666666667,753.57,631.83066666666662,9477.46
2025-04-28,Spain,Partnerships,6,0,6,0,0,,,,18.97,,
2025-04-28,UK,Affiliate,7,7,0,0,7,0.0,-5011.0100000000011,-715.85857142857151,0.0,715.85857142857151,5011.01
2025-04-28,UK,Organic,14,0,14,0,0,,,,59.87,,
2025-04-28,UK,Paid Search,10,10,0,0,10,0.0,-19435.75,-1943.575,329.91,1976.566,19765.66
2025-04-28,UK,Paid Social,9,9,0,0,9,0.0,-15295.59,-1699.5099999999998,39.36,1703.8833333333334,15334.95
2025-04-28,UK,Partnerships,4,4,0,0,4,0.0,-15087.2,-3771.8,0.0,3771.8,15087.2
2025-05-05,France,Affiliate,5,5,0,0,5,0.0,-9072.27,-1814.4540000000002,155.99,1845.652,9228.26
2025-05-05,France,Organic,10,10,0,0,10,0.0,-12920.51,-1292.051,33.23,1295.374,12953.74
2025-05-05,France,Paid Search,14,14,0,0,14,0.0,-831.85000000000036,-59.417857142857144,0.0,59.417857142857144,831.85
2025-05-05,France,Paid Social,12,12,0,0,12,0.0,-4970.5,-414.20833333333331,0.0,414.20833333333331,4970.5
2025-05-05,France,Partnerships,6,6,0,0,6,0.0,-10183.34,-1697.2233333333334,8.93,1698.7116666666668,10192.27
2025-05-05,Germany,Affiliate,9,9,0,2,7,0.22222222222222221,-459.40000000000003,-51.044444444444451,249.86,78.806666666666672,709.26
2025-05-05,Germany,Organic,22,22,0,0,22,0.0,-6983.9200000000019,-317.45090909090919,655.84999999999991,347.26227272727277,7639.77
2025-05-05,Germany,Paid Search,19,19,0,0,19,0.0,-17244.369999999992,-907.59842105263147,259.54999999999995,921.258947368421,17503.92
2025-05-05,Germany,Paid Social,14,14,0,0,14,0.0,-15588.440000000004,-1113.46,130.32999999999998,1122.7692857142858,15718.77
2025-05-05,Germany,Partnerships,4,0,4,0,0,,,,142.69,,
2025-05-05,Spain,Affiliate,8,8,0,0,8,0.0,-2081.33,-260.16625,0.0,260.16625,2081.33
2025-05-05,Spain,Organic,18,18,0,0,18,0.0,-14830.950000000004,-823.94166666666672,246.89,837.65777777777782,15077.84
2025-05-05,Spain,Paid Search,17,17,0,0,17,0.0,-3158.34,-185.78470588235297,559.18999999999994,218.67823529411766,3717.53
2025-05-05,Spain,Paid Social,11,11,0,0,11,0.0,-14020.770000000002,-1274.6154545454544,339.65999999999997,1305.4936363636364,14360.43
2025-05-05,Spain,Partnerships,8,8,0,0,8,0.0,-1826.98,-228.3725,194.86,252.73,2021.84
2025-05-05,UK,Affiliate,9,9,0,0,9,0.0,-15060.470000000001,-1673.3855555555554,162.01,1691.3866666666665,15222.48
2025-05-05,UK,Organic,9,0,9,0,0,,,,0.0,,
2025-05-05,UK,Paid Search,8,8,0,0,8,0.0,-8682.46,-1085.3075,0.0,1085.3075,8682.46
2025-05-05,UK,Paid Social,17,0,17,0,0,,,,181.87,,
2025-05-05,UK,Partnerships,7,7,0,0,7,0.0,-9823.03,-1403.2900000000002,304.63,1446.8085714285714,10127.66
2025-05-12,France,Affiliate,12,0,12,0,0,,,,302.47,,
2025-05-12,France,Organic,12,0,12,0,0,,,,263.25,,
2025-05-12,France,Paid Search,14,14,0,0,14,0.0,-10726.640000000003,-766.18857142857144,81.63,772.01928571428573,10808.27
2025-05-12,France,Paid Social,14,14,0,0,14,0.0,-9887.3299999999981,-706.23785714285714,539.32,744.76071428571424,10426.65
2025-05-12,France,Partnerships,5,5,0,0,5,0.0,-2844.72,-568.944,0.0,568.944,2844.72
2025-05-12,Germany,Affiliate,8,8,0,0,8,0.0,-5436.6399999999994,-679.58,92.65,691.16125,5529.29
2025-05-12,Germany,Organic,14,14,0,0,14,0.0,-6983.659999999998,-498.83285714285716,75.509999999999991,504.22642857142858,7059.17
2025-05-12,Germany,Paid Search,15,15,0,0,15,0.0,-11820.7,-788.04666666666674,38.67,790.62466666666671,11859.37
2025-05-12,Germany,Paid Social,13,0,13,0,0,,,,34.79,,
2025-05-12,Germany,Partnerships,6,6,0,0,6,0.0,-15704.979999999998,-2617.4966666666664,0.0,2617.4966666666664,15704.98
2025-05-12,Spain,Affiliate,4,4,0,0,4,0.0,-12661.8,-3165.45,112.1,3193.475,12773.9
2025-05-12,Spain,Organic,5,5,0,0,5,0.0,-12032.380000000001,-2406.476,107.61,2427.998,12139.99
2025-05-12,Spain,Paid Search,8,8,0,0,8,0.0,-10101.31,-1262.6637499999997,106.08,1275.92375,10207.39
2025-05-12,Spain,Paid Social,11,11,0,0,11,0.0,-12021.93,-1092.9027272727274,122.34,1104.0245454545454,12144.27
2025-05-12,Spain,Partnerships,6,6,0,0,6,0.0,-13833.350000000002,-2305.5583333333334,0.0,2305.5583333333334,13833.35
2025-05-12,UK,Affiliate,4,4,0,0,4,0.0,-14757.0,-3689.2499999999995,47.3,3701.075,14804.3
2025-05-12,UK,Organic,11,11,0,0,11,0.0,-9180.9000000000015,-834.62727272727273,0.0,834.62727272727273,9180.9
2025-05-12,UK,Paid Search,17,17,0,0,17,0.0,-5904.7500000000009,-347.33823529411757,317.46,366.01235294117646,6222.21
2025-05-12,UK,Paid Social,13,13,0,0,13,0.0,-15516.629999999997,-1193.5869230769231,221.49,1210.6246153846155,15738.12
2025-05-12,UK,Partnerships,1,1,0,0,1,0.0,-4093.6000000000004,-4093.6000000000004,144.08,4237.68,4237.68
2025-05-19,France,Affiliate,1,1,0,0,1,0.0,-6320.94,-6320.94,16.54,6337.48,6337.48
2025-05-19,France,Organic,14,14,0,0,14,0.0,-7598.739999999998,-542.76714285714286,315.33000000000004,565.29071428571422,7914.07
2025-05-19,France,Paid Search,8,8,0,0,8,0.0,-11811.530000000002,-1476.44125,139.76,1493.91125,11951.29
2025-05-19,France,Paid Social,13,13,0,0,13,0.0,-8449.42,-649.95538461538456,614.81,697.24846153846147,9064.23
2025-05-19,France,Partnerships,4,4,0,0,4,0.0,-6352.9299999999994,-1588.2324999999998,21.01,1593.485,6373.94
2025-05-19,Germany,Affiliate,10,10,0,0,10,0.0,-16606.860000000004,-1660.6860000000001,88.54,1669.5400000000002,16695.4
2025-05-19,Germany,Organic,17,17,0,0,17,0.0,-13078.080000000002,-769.298823529412,272.53,785.33,13350.61
2025-05-19,Germany,Paid Search,9,9,0,0,9,0.0,-2269.5499999999997,-252.17222222222222,76.609999999999985,260.68444444444441,2346.16
2025-05-19,Germany,Paid Social,22,22,0,1,21,0.045454545454545456,-4860.4,-220.92727272727274,382.93,238.33318181818183,5243.33
2025-05-19,Germany,Partnerships,11,11,0,0,11,0.0,-9749.0500000000029,-886.2772727272727,159.5,900.7772727272727,9908.55
2025-05-19,Spain,Affiliate,4,4,0,0,4,0.0,-8600.7599999999984,-2150.19,61.05,2165.4525,8661.81
2025-05-19,Spain,Organic,16,0,16,0,0,,,,199.44,,
2025-05-19,Spain,Paid Search,9,0,9,0,0,,,,0.0,,
2025-05-19,Spain,Paid Social,15,0,15,0,0,,,,134.69,,
2025-05-19,Spain,Partnerships,6,0,6,0,0,,,,96.95,,
2025-05-19,UK,Affiliate,6,6,0,0,6,0.0,-19165.79,-3194.2983333333336,0.0,3194.2983333333336,19165.79
2025-05-19,UK,Organic,14,14,0,0,14,0.0,-13010.140000000003,-929.29571428571433,687.71999999999991,978.41857142857145,13697.86
2025-05-19,UK,Paid Search,13,13,0,0,13,0.0,-7152.2300000000023,-550.17153846153849,341.44999999999993,576.43692307692311,7493.68
2025-05-19,UK,Paid Social,12,12,0,0,12,0.0,-11600.369999999999,-966.6975,129.37,977.47833333333335,11729.74
2025-05-19,UK,Partnerships,5,5,0,0,5,0.0,-6087.61,-1217.5220000000002,154.06,1248.334,6241.67
2025-05-26,France,Affiliate,8,8,0,0,8,0.0,-15674.36,-1959.2949999999998,162.77,1979.64125,15837.13
2025-05-26,France,Organic,16,16,0,0,16,0.0,-6539.2199999999993,-408.70124999999996,171.56,419.42375,6710.78
2025-05-26,France,Paid Search,17,17,0,1,16,0.058823529411764705,-2108.5799999999995,-124.03411764705881,216.88,136.79176470588234,2325.46
2025-05-26,France,Paid Social,16,16,0,0,16,0.0,-8361.2,-522.57499999999993,250.41,538.225625,8611.61
2025-05-26,France,Partnerships,7,7,0,0,7,0.0,-1869.2800000000002,-267.04,60.86,275.7342857142857,1930.14
2025-05-26,Germany,Affiliate,8,8,0,0,8,0.0,-13792.640000000003,-1724.08,120.63,1739.15875,13913.27
2025-05-26,Germany,Organic,14,14,0,0,14,0.0,-10480.710000000001,-748.62214285714288,626.05,793.34,11106.76
2025-05-26,Germany,Paid Search,12,12,0,0,12,0.0,-16649.750000000004,-1387.4791666666667,139.25,1399.0833333333333,16789.0
2025-05-26,Germany,Paid Social,21,21,0,0,21,0.0,-12345.950000000003,-587.902380952381,455.25,609.58095238095245,12801.2
2025-05-26,Germany,Partnerships,5,5,0,0,5,0.0,-17744.6,-3548.9199999999996,0.0,3548.9199999999996,17744.6
2025-05-26,Spain,Affiliate,9,9,0,0,9,0.0,-7435.45,-826.161111111111,202.12,848.61888888888882,7637.57
2025-05-26,Spain,Organic,19,19,0,0,19,0.0,-3037.15,-159.85,173.25,168.96842105263158,3210.4
2025-05-26,Spain,Paid Search,12,12,0,0,12,0.0,-1811.2299999999996,-150.93583333333331,160.62,164.32083333333333,1971.85
2025-05-26,Spain,Paid Social,14,14,0,1,13,0.071428571428571425,-759.17999999999984,-54.227142857142859,88.49,60.54785714285714,847.67
2025-05-26,Spain,Partnerships,4,4,0,0,4,0.0,-19461.43,-4865.3575,0.0,4865.3575,19461.43
2025-05-26,UK,Affiliate,10,10,0,0,10,0.0,-18087.97,-1808.797,56.95,1814.4919999999997,18144.92
2025-05-26,UK,Organic,13,13,0,0,13,0.0,-19369.170000000002,-1489.9361538461537,428.36,1522.886923076923,19797.53
2025-05-26,UK,Paid Search,13,0,13,0,0,,,,641.31999999999994,,
2025-05-26,UK,Paid Social,13,13,0,0,13,0.0,-1961.5800000000002,-150.89076923076922,174.01,164.27615384615385,2135.59
2025-05-26,UK,Partnerships,12,12,0,0,12,0.0,-8111.7399999999989,-675.97833333333324,309.40999999999997,701.76249999999993,8421.15
2025-06-02,France,Affiliate,5,5,0,0,5,0.0,-6949.85,-1389.97,0.0,1389.97,6949.85
2025-06-02,France,Organic,18,18,0,0,18,0.0,-15328.32,-851.57333333333338,419.65999999999997,874.88777777777773,15747.98
2025-06-02,France,Paid Search,14,14,0,0,14,0.0,-18923.81,-1351.7007142857144,0.0,1351.7007142857144,18923.81
2025-06-02,France,Paid Social,11,0,11,0,0,,,,72.98,,
2025-06-02,France,Partnerships,4,4,0,0,4,0.0,-17713.25,-4428.3125,170.65,4470.975,17883.9
2025-06-02,Germany,Affiliate,9,9,0,0,9,0.0,-12662.930000000002,-1406.9922222222222,407.74,1452.2966666666666,13070.67
2025-06-02,Germany,Organic,17,0,17,0,0,,,,153.75,,
2025-06-02,Germany,Paid Search,12,12,0,0,12,0.0,-4997.66,-416.47166666666664,202.40999999999997,433.33916666666664,5200.07
2025-06-02,Germany,Paid Social,17,17,0,0,17,0.0,-14345.790000000005,-843.87,123.73,851.14823529411763,14469.52
2025-06-02,Germany,Partnerships,6,6,0,0,6,0.0,-6751.1100000000006,-1125.185,433.70000000000005,1197.4683333333335,7184.81
2025-06-02,Spain,Affiliate,5,5,0,0,5,0.0,-1863.98,-372.796,155.25,403.846,2019.23
2025-06-02,Spain,Organic,10,10,0,0,10,0.0,-3746.8199999999997,-374.682,0.0,374.682,3746.82
2025-06-02,Spain,Paid Search,16,16,0,0,16,0.0,-3794.57,-237.160625,0.0,237.160625,3794.57
2025-06-02,Spain,Paid Social,9,9,0,0,9,0.0,-5406.52,-600.72444444444443,249.25,628.41888888888889,5655.77
2025-06-02,Spain,Partnerships,5,0,5,0,0,,,,134.44,,
2025-06-02,UK,Affiliate,9,9,0,0,9,0.0,-19504.31,-2167.1455555555558,162.7,2185.2233333333334,19667.01
2025-06-02,UK,Organic,6,6,0,0,6,0.0,-7465.7500000000009,-1244.2916666666667,251.73000000000002,1286.2466666666667,7717.48
2025-06-02,UK,Paid Search,17,0,17,0,0,,,,721.67000000000007,,
2025-06-02,UK,Paid Social,13,13,0,0,13,0.0,-16573.799999999996,-1274.9076923076923,0.0,1274.9076923076923,16573.8
2025-06-02,UK,Partnerships,7,7,0,0,7,0.0,-18391.899999999998,-2627.4142857142856,213.76999999999998,2657.9528571428568,18605.67
2025-06-09,France,Affiliate,2,2,0,0,2,0.0,-12614.45,-6307.225,72.21,6343.33,12686.66
2025-06-09,France,Organic,15,0,15,0,0,,,,260.72,,
2025-06-09,France,Paid Search,20,20,0,0,20,0.0,-4517.6899999999987,-225.88449999999997,30.29,227.39899999999997,4547.98
2025-06-09,France,Paid Social,15,15,0,0,15,0.0,-13054.599999999997,-870.30666666666662,399.58,896.94533333333334,13454.18
2025-06-09,France,Partnerships,4,4,0,0,4,0.0,-2067.18,-516.795,61.61,532.1975,2128.79
2025-06-09,Germany,Affiliate,9,9,0,0,9,0.0,-4481.9,-497.98888888888882,19.8,500.18888888888887,4501.7
2025-06-09,Germany,Organic,13,13,0,0,13,0.0,-16144.999999999998,-1241.9230769230769,370.46000000000004,1270.4199999999998,16515.46
2025-06-09,Germany,Paid Search,15,15,0,0,15,0.0,-18606.379999999997,-1240.4253333333334,292.09999999999997,1259.8986666666667,18898.48
2025-06-09,Germany,Paid Social,5,5,0,0,5,0.0,-5109.75,-1021.9499999999999,63.33,1034.616,5173.08
2025-06-09,Germany,Partnerships,5,5,0,0,5,0.0,-13572.18,-2714.436,0.0,2714.436,13572.18
2025-06-09,Spain,Affiliate,12,12,0,0,12,0.0,-13941.439999999999,-1161.7866666666664,203.46,1178.7416666666666,14144.9
2025-06-09,Spain,Organic,10,10,0,0,10,0.0,-12787.760000000004,-1278.776,52.01,1283.977,12839.77
2025-06-09,Spain,Paid Search,16,16,0,0,16,0.0,-13928.760000000002,-870.5474999999999,380.59,894.334375,14309.35
2025-06-09,Spain,Paid Social,21,21,0,0,21,0.0,-7342.8999999999969,-349.66190476190479,89.1,353.90476190476193,7432.0
2025-06-09,Spain,Partnerships,9,9,0,0,9,0.0,-10866.000000000002,-1207.3333333333333,285.26,1239.028888888889,11151.26
2025-06-09,UK,Affiliate,8,8,0,0,8,0.0,-3517.8999999999996,-439.73750000000007,168.88,460.8475,3686.78
2025-06-09,UK,Organic,19,19,0,0,19,0.0,-9495.8600000000024,-499.78210526315803,402.72,520.97789473684213,9898.58
2025-06-09,UK,Paid Search,7,0,7,0,0,,,,157.77,,
2025-06-09,UK,Paid Social,18,18,0,0,18,0.0,-10972.969999999998,-609.60944444444442,231.54000000000002,622.47277777777776,11204.51
